PMC,Detector,Mg_%,Al_%,Ca_%,Ti_%,Fe_%,Si_%,Mg_int,Al_int,Ca_int,Ti_int,Fe_int,Si_int,image_i,image_j
704,A,0.3045,0.0516,26.9039,0.0,0.0126,0.0,22.1,14.3,60163.1,0.0,25.2,0.0,388.75,244.24
704,B,0.2845,0.0422,28.7673,0.0,0.0129,0.0,20.1,11.4,62695.2,0.0,25.1,0.0,388.75,244.24
705,A,0.4791,0.0629,26.6266,0.0017,0.0526,0.0078,34.9,17.3,59728.0,2.3,106.0,6.1,388.78,246.57
705,B,0.649,0.1183,34.0855,0.0,0.0529,0.0,38.9,27.1,62699.1,0.0,87.5,0.0,388.78,246.57
706,A,0.4142,0.0238,29.4824,0.0,0.0849,0.0,28.5,6.2,62666.0,0.0,161.6,0.0,388.81,248.9
706,B,0.4621,0.0226,27.8459,0.0,0.0681,0.0,33.6,6.2,62409.0,0.0,137.0,0.0,388.81,248.9
707,A,0.4711,0.0364,28.7934,0.0,0.0329,0.0,33.4,9.8,62928.4,0.0,64.4,0.0,388.85,251.22
707,B,0.2677,0.053,25.7728,0.0,0.0521,0.0119,20.0,15.1,59442.0,0.0,107.4,9.6,388.85,251.22
708,A,0.5701,0.0379,26.3369,0.0,0.1153,0.003,41.4,10.4,59076.3,0.0,233.0,2.3,388.88,253.56
708,B,0.2586,0.0379,26.1649,0.0023,0.1073,0.005,18.7,10.5,58685.6,3.1,215.0,4.0,388.88,253.56
709,A,0.2658,0.0493,21.9047,0.0,0.3727,0.0,18.9,13.4,48693.8,0.0,745.3,0.0,388.91,255.9
709,B,0.7293,0.0211,27.264,0.0172,0.2929,0.0,52.8,5.7,61131.8,22.9,594.3,0.0,388.91,255.9
710,A,0.4701,0.0644,25.9489,0.0277,0.5459,0.0,32.0,16.6,55191.3,35.0,1048.7,0.0,388.95,258.23
710,B,0.2619,0.0214,26.8323,0.0,0.471,0.0,18.7,5.9,59986.1,0.0,943.0,0.0,388.95,258.23
711,A,0.1669,0.111,22.8469,0.0948,1.5726,0.0437,11.3,29.3,50247.6,127.2,3145.1,32.2,388.98,260.58
711,B,0.3322,0.0,21.8617,0.1211,1.4067,0.0,23.2,0.0,49400.2,166.8,2882.0,0.0,388.98,260.58
712,A,0.1912,0.0199,13.3786,0.3571,3.5838,0.0323,11.9,4.7,30042.2,548.7,7555.3,21.8,389.02,262.92
712,B,0.2625,0.0921,13.1741,0.3255,3.5223,0.038,16.8,22.4,30222.7,513.7,7642.7,26.0,389.02,262.92
713,A,0.2599,0.0071,23.1854,0.1408,0.7106,0.0066,18.2,1.9,51480.1,186.4,1417.5,5.0,389.04,265.29
713,B,0.3246,0.0215,23.0022,0.1033,0.6934,0.0301,23.1,5.8,51702.3,138.7,1405.6,23.1,389.04,265.29
714,A,0.221,0.0093,23.4614,0.1518,1.0609,0.0,15.1,2.4,51111.0,198.7,2080.2,0.0,389.09,267.64
714,B,0.1283,0.03,22.5247,0.1273,1.0417,0.0,9.1,8.1,50979.9,172.8,2117.7,0.0,389.09,267.64
715,A,0.2084,0.0398,17.9089,0.6989,0.818,0.1115,14.5,10.6,40098.3,964.1,1656.3,84.9,389.11,270.0
715,B,0.3648,0.0452,17.8748,0.0692,0.8606,0.1011,26.0,12.2,40631.2,95.8,1789.5,77.9,389.11,270.0
716,A,0.2786,0.0,17.9887,0.7684,0.8159,0.1299,19.6,0.0,40749.1,1075.9,1673.5,99.9,389.15,272.37
716,B,0.1977,0.0323,18.3702,0.0669,1.0053,0.0753,13.9,8.7,41446.7,91.6,2060.7,57.4,389.15,272.37
717,A,0.4394,0.0,24.3399,0.1193,0.7934,0.0177,30.6,0.0,53471.4,157.1,1574.4,13.2,389.19,274.73
717,B,0.4978,0.0164,23.3349,0.0623,0.7028,0.0,35.9,4.5,52972.5,84.6,1443.9,0.0,389.19,274.73
718,A,0.2994,0.0256,24.8384,0.0742,0.5528,0.0229,20.7,6.8,53912.1,95.5,1078.5,17.2,389.21,277.11
718,B,0.2697,0.0,24.2449,0.041,0.4538,0.0,19.3,0.0,54259.6,54.1,909.6,0.0,389.21,277.11
719,A,0.3098,0.0063,27.8495,0.0151,0.2458,0.0026,21.3,1.7,59522.3,18.9,470.0,2.0,389.25,279.48
719,B,0.4306,0.0387,25.3514,0.0104,0.1747,0.0053,30.8,10.5,56187.3,13.5,348.0,4.1,389.25,279.48
720,A,0.4773,0.0666,24.5681,0.0408,0.7274,0.0104,33.0,17.4,53515.0,53.2,1434.8,7.7,389.29,281.86
720,B,0.4035,0.006,23.7314,0.0671,0.6772,0.0135,28.9,1.6,53558.3,90.3,1379.9,10.4,389.29,281.86
721,A,0.2949,0.0087,22.5905,0.0846,0.9275,0.0057,20.5,2.3,49847.3,111.8,1846.7,4.3,389.31,284.24
721,B,0.3165,0.0309,22.4311,0.0714,0.8997,0.016,22.5,8.3,50587.0,96.6,1833.5,12.3,389.31,284.24
722,A,0.413,0.0459,21.176,0.1291,1.2732,0.0391,28.5,12.0,46891.0,175.1,2573.5,28.9,389.36,286.62
722,B,0.2193,0.0287,20.8436,0.0756,1.2382,0.0043,15.2,7.6,46729.3,102.6,2511.4,3.3,389.36,286.62
723,A,0.4223,0.0073,19.0751,0.1962,1.5674,0.0195,29.0,1.9,42714.1,272.8,3212.3,14.3,389.4,289.02
723,B,0.5049,0.0,19.2179,0.1336,1.6107,0.0079,34.7,0.0,43124.1,186.3,3316.1,5.8,389.4,289.02
724,A,0.2825,0.0348,22.4132,0.102,0.897,0.0083,19.3,9.1,48651.3,132.9,1757.3,6.1,389.43,291.41
724,B,0.2865,0.0,22.0008,0.0704,0.8674,0.0123,20.1,0.0,49178.5,94.2,1748.3,9.4,389.43,291.41
725,A,0.3487,0.0479,21.5532,0.1123,1.1561,0.0,24.1,12.6,47796.6,151.2,2326.1,0.0,389.46,293.81
725,B,0.1738,0.0119,20.9588,0.0924,1.1908,0.0178,12.2,3.2,47208.4,125.6,2422.4,13.5,389.46,293.81
726,A,0.2988,0.0235,21.562,0.0881,1.1231,0.0177,20.5,6.1,47461.3,117.2,2239.7,13.1,389.49,296.21
726,B,0.2729,0.0424,20.8613,0.1175,1.1385,0.0096,19.3,11.5,47415.0,161.9,2344.0,7.3,389.49,296.21
727,A,0.3432,0.0258,20.7705,0.1162,1.4091,0.0071,23.4,6.7,45801.1,156.9,2827.5,5.2,389.52,298.62
727,B,0.3295,0.0088,20.3844,0.1226,1.4499,0.0005,23.0,2.3,46101.9,169.9,2982.1,0.4,389.52,298.62
728,A,0.4534,0.0408,20.0366,0.1051,1.5259,0.0148,30.7,10.4,44083.0,143.0,3076.8,10.7,389.56,301.03
728,B,0.3395,0.0123,19.7554,0.124,1.5659,0.0201,23.4,3.2,44395.8,172.0,3211.6,14.9,389.56,301.03
729,A,0.2379,0.0256,17.5091,0.0745,1.0838,0.0856,16.2,6.7,38470.6,100.0,2172.3,63.1,389.6,303.44
729,B,0.3096,0.0337,16.7203,0.1292,1.4249,0.1057,20.5,8.5,36051.0,173.9,2830.0,75.7,389.6,303.44
730,A,0.2953,0.0278,19.0492,0.0706,0.798,0.0785,20.6,7.4,42317.6,94.6,1609.6,59.1,389.64,305.86
730,B,0.2852,0.0302,19.4324,0.0785,0.9412,0.0603,19.4,7.8,42154.0,103.1,1855.4,44.2,389.64,305.86
731,A,0.3235,0.0367,19.0667,0.1514,1.7144,0.0281,21.9,9.4,42266.8,208.8,3480.2,20.5,389.68,308.28
731,B,0.3009,0.0435,18.7292,0.167,1.7221,0.0353,20.7,11.4,42327.1,235.2,3564.4,26.1,389.68,308.28
732,A,0.3657,0.0391,21.1727,0.1684,1.3426,0.0133,25.0,10.1,46640.0,227.2,2691.8,9.8,389.69,310.7
732,B,0.3977,0.0474,20.6203,0.1333,1.2297,0.004,27.9,12.6,46566.2,183.9,2529.1,3.0,389.69,310.7
733,A,0.2952,0.0578,21.4906,0.0781,0.7695,0.0158,20.5,15.3,47301.6,103.0,1529.8,11.8,389.74,313.13
733,B,0.3098,0.0173,20.3817,0.0773,0.6926,0.0057,22.0,4.7,45855.0,104.0,1405.6,4.4,389.74,313.13
734,A,0.2296,0.0295,21.8338,0.0675,0.5239,0.0111,15.8,7.8,47204.1,86.4,1016.5,8.3,389.78,315.57
734,B,0.2752,0.0291,20.3203,0.0619,0.5164,0.021,19.9,8.0,46177.4,83.7,1056.9,16.4,389.78,315.57
735,A,0.2714,0.0333,25.2221,0.0635,0.5855,0.0204,18.8,8.8,54801.1,81.7,1142.8,15.3,389.81,318.0
735,B,0.4009,0.0151,24.4131,0.0456,0.5186,0.0062,28.7,4.1,54811.1,60.8,1048.2,4.8,389.81,318.0
736,A,0.4533,0.0,24.5839,0.039,0.8081,0.0,31.4,0.0,53698.2,50.9,1594.4,0.0,389.85,320.45
736,B,0.4934,0.0183,23.7617,0.0408,0.8257,0.0,35.2,4.9,53518.3,55.1,1685.0,0.0,389.85,320.45
737,A,0.1537,0.0614,22.1756,0.0416,0.5332,0.0,10.8,16.6,49111.9,54.4,1058.4,0.0,389.88,322.89
737,B,0.4713,0.0296,23.8958,0.0316,0.6329,0.0225,33.8,8.0,53757.3,42.5,1288.1,17.3,389.88,322.89
738,A,0.2593,0.0754,24.2826,0.0882,0.7855,0.0136,18.0,20.0,53232.7,115.3,1551.2,10.2,389.92,325.34
738,B,0.3381,0.0175,23.6711,0.0846,0.7344,0.0,24.2,4.8,53453.9,113.9,1494.1,0.0,389.92,325.34
739,A,0.4764,0.0475,26.9005,0.0354,0.3064,0.0112,33.6,12.7,58947.2,45.8,604.6,8.4,389.96,327.8
739,B,0.4101,0.0198,26.7849,0.0212,0.3243,0.0,28.5,5.2,57935.6,26.9,629.9,0.0,389.96,327.8
740,A,0.4135,0.0323,25.923,0.0,0.1267,0.0076,28.9,8.6,56090.4,0.0,245.9,5.7,389.98,330.25
740,B,0.4806,0.0264,25.3025,0.0021,0.1021,0.0034,32.5,6.8,52952.4,2.6,192.1,2.5,389.98,330.25
741,A,0.3509,0.0207,26.2361,0.0068,0.3077,0.0291,25.0,5.6,58115.1,8.8,612.0,22.4,390.03,332.72
741,B,0.2267,0.0639,25.7611,0.0369,0.3127,0.0008,16.5,17.8,58449.4,49.2,635.0,0.6,390.03,332.72
742,A,0.4095,0.0746,25.6383,0.0,0.2631,0.0,28.2,19.5,54803.1,0.0,506.3,0.0,390.06,335.18
742,B,0.2981,0.0549,24.9095,0.0,0.138,0.0,20.3,14.3,52691.5,0.0,261.1,0.0,390.06,335.18
743,A,0.3873,0.0514,21.9246,0.0785,0.4628,0.0022,27.2,13.7,48356.4,103.0,920.6,1.6,390.1,337.65
743,B,0.3953,0.0338,22.4787,0.0183,0.4768,0.0034,28.3,9.2,50462.3,24.3,965.0,2.6,390.1,337.65
744,A,0.3906,0.0189,17.758,0.3118,2.4951,0.0298,25.8,4.7,39601.0,447.6,5145.0,21.1,390.13,340.12
744,B,0.1562,0.053,17.604,0.304,2.6695,0.0363,10.5,13.6,40130.8,446.2,5607.7,26.3,390.13,340.12
745,A,0.5329,0.0479,20.9198,0.2077,1.3773,0.0341,36.2,12.2,45818.6,280.9,2763.4,24.6,390.16,342.59
745,B,0.3158,0.0367,20.7678,0.2122,1.4412,0.0156,21.9,9.7,46764.4,293.5,2951.2,11.6,390.16,342.59
746,A,0.5018,0.0122,26.2929,0.0984,0.3825,0.0,34.9,3.2,56973.2,126.2,745.9,0.0,390.2,345.08
746,B,0.5775,0.0759,25.9819,0.0939,0.3361,0.0,40.9,20.2,57229.2,122.8,668.7,0.0,390.2,345.08
747,A,0.2709,0.0549,24.8519,0.0336,0.6728,0.0079,18.9,14.6,54738.9,44.0,1332.0,6.0,390.24,347.56
747,B,0.2978,0.0025,21.8008,0.0143,0.595,0.0069,21.1,0.7,48738.2,19.0,1196.6,5.3,390.24,347.56
748,A,0.5012,0.0314,26.1051,0.0287,0.5204,0.0007,35.1,8.3,57124.7,37.2,1027.7,0.5,390.27,350.06
748,B,0.3859,0.0153,25.5832,0.0103,0.4796,0.0,27.2,4.1,56523.8,13.5,952.0,0.0,390.27,350.06
749,A,0.4218,0.0524,27.1449,0.0,0.3533,0.0038,29.5,13.9,59033.5,0.0,690.7,2.9,390.31,352.56
749,B,0.2524,0.052,25.8879,0.0,0.2385,0.0049,17.9,14.1,57178.2,0.0,471.1,3.8,390.31,352.56
750,A,0.4648,0.0469,28.1551,0.0,0.2024,0.0,31.9,12.2,59765.0,0.0,386.3,0.0,390.35,355.05
750,B,0.3706,0.0312,25.7992,0.0,0.1911,0.0,26.6,8.5,57319.5,0.0,380.8,0.0,390.35,355.05
751,A,0.6274,0.0484,24.8111,0.0148,0.2185,0.0043,45.5,13.2,55722.8,19.7,443.9,3.3,390.38,357.55
751,B,0.3065,0.0157,25.9673,0.0,0.2695,0.0125,22.7,4.4,59792.8,0.0,555.8,10.0,390.38,357.55
752,A,0.4543,0.0966,28.2669,0.0058,0.1799,0.0,31.9,25.7,61248.5,7.4,350.6,0.0,390.42,360.06
752,B,0.5563,0.0703,26.0195,0.0,0.1426,0.0,39.6,18.9,57246.5,0.0,282.9,0.0,390.42,360.06
753,A,0.1806,0.0178,25.4931,0.0,0.0502,0.0,13.4,5.1,58709.3,0.0,102.8,0.0,390.45,362.56
753,B,0.5967,0.0642,31.9817,0.0,0.0836,0.0,37.2,15.1,61344.8,0.0,144.2,0.0,390.45,362.56
754,A,0.4509,0.0565,28.5843,0.0172,0.0908,0.0,31.7,15.1,62038.4,21.8,176.8,0.0,390.49,365.08
754,B,0.2838,0.032,29.4441,0.0186,0.049,0.0,19.3,8.3,61910.7,22.8,92.0,0.0,390.49,365.08
755,A,0.7283,0.061,30.834,0.0,0.0837,0.009,47.6,14.9,62007.6,0.0,152.0,6.3,390.53,367.6
755,B,0.5197,0.0581,28.6139,0.0,0.0754,0.0086,36.4,15.4,61794.8,0.0,146.4,6.5,390.53,367.6
756,A,0.6385,0.0328,29.4399,0.0,0.0521,0.0,44.1,8.5,62590.6,0.0,99.7,0.0,390.56,370.12
756,B,0.6807,0.0509,30.072,0.0,0.0587,0.0,45.8,12.9,62255.8,0.0,109.5,0.0,390.56,370.12
757,A,0.3053,0.0666,28.9498,0.0,0.0216,0.0011,21.6,18.0,63069.2,0.0,42.1,0.8,390.6,372.65
757,B,0.4181,0.026,29.0587,0.0,0.0495,0.0,28.9,6.8,61998.9,0.0,94.5,0.0,390.6,372.65
758,A,0.2051,0.0218,23.1538,0.0,0.026,0.0084,15.9,6.5,55643.8,0.0,55.8,7.1,390.64,375.18
758,B,0.3705,0.0379,27.8489,0.0,0.0529,0.0,26.9,10.5,62404.9,0.0,106.0,0.0,390.64,375.18
759,A,0.3484,0.0275,27.9896,0.0,0.0616,0.0114,25.1,7.5,62303.6,0.0,122.6,8.9,390.67,377.71
759,B,0.3816,0.0713,27.6485,0.0,0.1276,0.0125,27.7,19.6,61949.5,0.0,256.6,9.8,390.67,377.71
760,A,0.5223,0.093,29.8997,0.0,0.1381,0.0,33.9,22.8,59848.3,0.0,248.9,0.0,390.71,380.26
760,B,0.4818,0.08,26.6954,0.0,0.0752,0.0096,33.1,20.8,56531.3,0.0,143.2,7.0,390.71,380.26
761,A,0.5623,0.032,24.7506,0.0784,0.6699,0.0,39.1,8.4,54074.0,102.5,1325.5,0.0,390.75,382.8
761,B,0.4984,0.0865,23.0967,0.0469,0.5891,0.011,35.7,23.4,51981.8,63.1,1202.1,8.4,390.75,382.8
762,A,0.3423,0.0204,23.549,0.1067,0.7696,0.006,23.7,5.4,51652.2,140.0,1521.4,4.5,390.79,385.35
762,B,0.1806,0.0278,21.3908,0.0668,0.5882,0.0215,12.8,7.6,48050.2,89.0,1185.7,16.6,390.79,385.35
763,A,0.291,0.0335,23.2807,0.1157,0.8752,0.005,20.0,8.8,50858.4,151.6,1723.5,3.7,390.82,387.9
763,B,0.3887,0.0329,22.2506,0.1058,0.7965,0.012,27.7,8.9,50220.8,143.5,1626.2,9.2,390.82,387.9
764,A,0.1857,0.0424,20.7381,0.1839,1.6456,0.0249,12.6,11.0,45798.5,250.0,3301.2,18.2,390.86,390.45
764,B,0.4083,0.0158,19.8726,0.1345,1.5941,0.027,28.2,4.1,44763.9,187.6,3286.9,20.1,390.86,390.45
765,A,0.3607,0.0396,23.7681,0.1118,0.7422,0.0211,25.1,10.5,52203.4,146.9,1470.4,15.8,390.9,393.02
765,B,0.3666,0.0388,22.7297,0.029,0.755,0.0093,26.4,10.6,51612.3,39.4,1550.0,7.2,390.9,393.02
766,A,0.3194,0.0811,21.8556,0.0953,1.0657,0.0032,22.0,21.3,48123.9,126.8,2127.6,2.4,390.93,395.59
766,B,0.5933,0.076,21.4737,0.1001,1.0734,0.0176,41.7,20.0,48064.0,137.0,2199.8,13.1,390.93,395.59
767,A,0.2204,0.0083,23.7465,0.0666,0.791,0.0,15.3,2.2,52252.0,87.1,1563.0,0.0,390.97,398.15
767,B,0.3455,0.0626,22.9741,0.0885,0.7779,0.0088,24.8,17.1,52105.5,120.2,1595.0,6.8,390.97,398.15
768,A,0.5734,0.0158,28.2081,0.0,0.0927,0.0,37.7,3.9,57258.5,0.0,169.2,0.0,391.01,400.73
768,B,0.3912,0.1004,27.6896,0.0064,0.0875,0.0033,27.8,27.1,60681.6,8.2,172.2,2.5,391.01,400.73
769,A,0.3832,0.0369,26.1587,0.0,0.403,0.0,26.7,9.7,56809.6,0.0,786.0,0.0,391.04,403.3
769,B,0.2395,0.0328,25.3013,0.003,0.3905,0.0,17.1,8.9,56286.6,4.0,777.9,0.0,391.04,403.3
770,A,0.336,0.0,20.2282,0.0541,0.9572,0.0005,23.2,0.0,44572.4,71.8,1908.6,0.3,391.08,405.89
770,B,0.3625,0.0357,19.7154,0.0686,0.9378,0.0155,25.6,9.5,44394.7,93.4,1917.6,11.7,391.08,405.89
771,A,0.4424,0.0,20.3629,0.1742,1.3664,0.0303,30.5,0.0,45411.5,238.9,2780.3,22.4,391.12,408.47
771,B,0.4271,0.0394,20.1928,0.1774,1.3928,0.0148,29.6,10.3,45348.9,245.4,2857.1,11.0,391.12,408.47
772,A,0.3666,0.0497,20.5543,0.1656,1.4306,0.0284,25.0,12.8,45305.5,224.6,2878.4,20.8,391.16,411.06
772,B,0.2112,0.0531,19.9458,0.1745,1.3655,0.0,14.6,14.1,44866.8,240.1,2785.1,0.0,391.16,411.06
773,A,0.3772,0.0406,22.9926,0.0899,0.4777,0.0149,26.8,10.9,51256.8,119.0,959.4,11.4,391.19,413.66
773,B,0.3109,0.0506,23.7625,0.066,0.561,0.0277,22.3,13.8,53446.5,88.2,1136.7,21.4,391.19,413.66
774,A,0.3617,0.0,24.5943,0.0636,0.3881,0.0,25.0,0.0,53065.0,81.0,751.4,0.0,391.23,416.26
774,B,0.3929,0.0452,22.8153,0.0105,0.3718,0.0044,28.2,12.3,51148.9,13.9,750.8,3.4,391.23,416.26
775,A,0.642,0.0389,22.45,0.0869,1.1408,0.0194,44.2,10.0,49262.2,116.3,2291.2,14.2,388.69,416.27
775,B,0.2521,0.0,21.6311,0.1108,1.0059,0.0,17.8,0.0,48916.8,150.8,2050.3,0.0,388.69,416.27
776,A,0.5155,0.055,24.9438,0.0901,0.7342,0.0377,35.6,14.3,54189.2,117.4,1446.8,27.8,388.65,413.67
776,B,0.3632,0.023,22.7957,0.0548,0.5674,0.0,25.8,6.2,51023.2,72.9,1143.5,0.0,388.65,413.67
777,A,0.3497,0.0449,24.0217,0.0991,0.5094,0.001,24.4,11.9,52533.2,128.5,1001.7,0.7,388.62,411.07
777,B,0.5092,0.0311,24.3091,0.1344,0.593,0.0218,36.5,8.4,54741.7,181.1,1207.8,16.7,388.62,411.07
778,A,0.3423,0.048,24.7375,0.1024,0.5862,0.0046,24.1,12.9,54855.2,135.0,1169.2,3.5,388.58,408.49
778,B,0.4184,0.0456,23.7798,0.1554,0.6029,0.0067,30.2,12.5,54023.1,211.0,1236.3,5.2,388.58,408.49
779,A,0.3859,0.0227,24.9966,0.0732,0.572,0.01,26.9,6.0,54712.8,95.2,1127.3,7.5,388.55,405.9
779,B,0.146,0.0223,22.7562,0.0483,0.4821,0.0,10.4,6.1,50907.0,63.6,963.6,0.0,388.55,405.9
780,A,0.3144,0.0053,24.0105,0.0,0.2553,0.0056,22.0,1.4,52387.5,0.0,498.8,4.3,388.51,403.32
780,B,0.3556,0.0609,24.4483,0.0011,0.2871,0.0171,25.4,16.5,54261.4,1.5,573.1,13.1,388.51,403.32
781,A,0.7044,0.0479,30.0097,0.0023,0.142,0.0,46.7,11.9,61322.4,2.8,261.9,0.0,388.48,400.74
781,B,0.2651,0.0512,27.3609,0.0012,0.0951,0.0,18.8,13.9,60168.9,1.5,186.9,0.0,388.48,400.74
782,A,0.2382,0.0281,23.1247,0.1216,0.8841,0.0069,16.5,7.5,51106.8,160.8,1757.8,5.2,388.44,398.16
782,B,0.4051,0.0,22.3697,0.1296,0.9538,0.0,28.8,0.0,50632.6,176.9,1953.0,0.0,388.44,398.16
783,A,0.3277,0.0376,20.5162,0.1006,0.9367,0.0,22.6,9.9,45172.6,133.8,1866.8,0.0,388.41,395.6
783,B,0.3576,0.0147,21.7264,0.1116,1.0527,0.0013,25.2,3.9,48995.1,152.2,2149.8,1.0,388.41,395.6
784,A,0.4986,0.0,26.7551,0.0388,0.3515,0.0,34.6,0.0,57802.8,49.5,682.6,0.0,388.37,393.03
784,B,0.3714,0.0,23.3924,0.044,0.2739,0.0204,27.0,0.0,53017.2,58.7,557.3,16.0,388.37,393.03
785,A,0.2438,0.0042,23.4476,0.0695,0.844,0.0004,17.0,1.1,51785.2,91.4,1676.2,0.3,388.34,390.47
785,B,0.3654,0.0168,21.1827,0.0381,0.7278,0.0015,25.8,4.5,47357.5,50.9,1470.1,1.2,388.34,390.47
786,A,0.4195,0.0624,22.0615,0.0952,1.1243,0.0212,29.2,16.4,48987.7,128.3,2273.2,15.8,388.3,387.91
786,B,0.2954,0.023,21.7322,0.0975,1.0746,0.0031,20.8,6.2,48961.3,132.5,2189.4,2.4,388.3,387.91
787,A,0.3057,0.0514,22.5635,0.0131,0.2215,0.0,21.4,13.7,49031.2,16.7,432.0,0.0,388.26,385.36
787,B,0.4405,0.0454,25.8242,0.0683,0.4206,0.0,30.1,11.7,55012.8,86.2,807.0,0.0,388.26,385.36
788,A,0.2256,0.0377,27.7338,0.002,0.0993,0.0,16.0,10.2,60843.7,2.5,194.2,0.0,388.23,382.81
788,B,0.4638,0.0801,27.5829,0.014,0.1043,0.0,32.8,21.4,60178.3,18.0,204.6,0.0,388.23,382.81
789,A,0.6608,0.0575,32.5315,0.0,0.1,0.0,40.8,13.3,61812.9,0.0,171.1,0.0,388.2,380.27
789,B,0.5113,0.0093,28.251,0.0,0.0679,0.0,36.2,2.5,61619.7,0.0,132.8,0.0,388.2,380.27
790,A,0.6338,0.0427,27.035,0.0168,0.269,0.004,44.6,11.3,58962.0,21.7,529.6,3.0,388.16,377.73
790,B,0.1856,0.0459,23.8825,0.0016,0.2562,0.0,13.2,12.5,52771.1,2.1,505.7,0.0,388.16,377.73
791,A,0.3715,0.0029,26.218,0.0204,0.3473,0.0,26.8,0.8,58988.8,27.0,700.9,0.0,388.13,375.19
791,B,0.3347,0.0442,26.2836,0.0213,0.3131,0.0,24.1,12.1,58804.9,28.1,628.3,0.0,388.13,375.19
792,A,0.234,0.0042,28.5842,0.0,0.0264,0.0,16.4,1.1,62017.9,0.0,51.0,0.0,388.09,372.66
792,B,0.3162,0.0158,27.5407,0.0,0.0886,0.0,22.9,4.4,61722.2,0.0,177.5,0.0,388.09,372.66
793,A,0.3594,0.0,27.5253,0.0,0.0694,0.0,25.2,0.0,59744.3,0.0,134.7,0.0,388.06,370.14
793,B,0.3493,0.0423,26.5585,0.0,0.0866,0.0,24.7,11.4,58032.1,0.0,169.5,0.0,388.06,370.14
794,A,0.3386,0.0625,22.0857,0.0937,0.9781,0.0011,23.4,16.4,48641.0,124.3,1949.9,0.9,388.02,367.61
794,B,0.2431,0.0151,22.6105,0.1263,0.9874,0.0176,17.2,4.1,51107.2,171.6,2011.4,13.5,388.02,367.61
795,A,0.3649,0.0087,25.2411,0.0712,0.5561,0.0011,25.3,2.3,54973.7,91.9,1089.6,0.8,387.99,365.1
795,B,0.2941,0.0693,24.9892,0.1063,0.5815,0.0066,20.8,18.7,55531.2,140.3,1161.8,5.0,387.99,365.1
796,A,0.3792,0.0264,27.9803,0.0,0.1333,0.0,26.7,7.1,60988.5,0.0,260.2,0.0,387.96,362.58
796,B,0.5356,0.0265,21.7152,0.0,0.2173,0.0,36.7,6.8,46068.8,0.0,417.3,0.0,387.96,362.58
797,A,0.5291,0.0539,28.327,0.0,0.071,0.0,35.9,13.8,59242.6,0.0,133.4,0.0,387.92,360.07
797,B,0.269,0.0315,32.2415,0.013,0.158,0.0,16.5,7.4,61145.5,14.4,267.2,0.0,387.92,360.07
798,A,0.4408,0.051,27.1209,0.0,0.202,0.0,31.2,13.7,59609.2,0.0,398.5,0.0,387.89,357.56
798,B,0.2124,0.0206,23.484,0.0,0.1647,0.0,15.2,5.6,52170.7,0.0,326.5,0.0,387.89,357.56
799,A,0.4337,0.0402,28.2845,0.0,0.1942,0.002,29.8,10.5,60205.8,0.0,371.0,1.5,387.85,355.06
799,B,0.7136,0.0097,26.394,0.0,0.2174,0.0089,51.7,2.6,59128.1,0.0,440.4,6.9,387.85,355.06
800,A,0.3535,0.045,23.7664,0.0,0.2602,0.0035,24.7,12.0,51550.4,0.0,507.6,2.6,387.82,352.56
800,B,0.5451,0.0668,27.6006,0.0092,0.1695,0.0031,38.3,17.7,59873.8,11.7,331.3,2.3,387.82,352.56
801,A,0.3506,0.0242,28.1671,0.0,0.1084,0.0071,24.9,6.6,61914.8,0.0,213.1,5.5,387.78,350.07
801,B,0.2681,0.0759,27.0219,0.0,0.1142,0.0,18.8,20.4,58552.6,0.0,221.6,0.0,387.78,350.07
802,A,0.4263,0.0384,28.042,0.0,0.0662,0.0,30.5,10.4,61853.0,0.0,130.9,0.0,387.75,347.58
802,B,0.2764,0.0183,27.6116,0.0,0.0947,0.0,19.9,5.0,61492.2,0.0,188.2,0.0,387.75,347.58
803,A,0.5471,0.0371,27.8367,0.0196,0.17,0.0,38.5,9.8,60502.6,25.0,332.5,0.0,387.72,345.09
803,B,0.5234,0.0582,27.2201,0.0221,0.2003,0.0049,37.2,15.6,59811.2,28.7,396.5,3.7,387.72,345.09
804,A,0.4532,0.0326,20.8554,0.2046,1.906,0.0206,30.5,8.3,45947.8,281.6,3854.3,14.8,387.68,342.61
804,B,0.4251,0.0147,20.2729,0.2302,1.9247,0.0221,29.1,3.8,45600.6,324.0,3970.5,16.2,387.68,342.61
805,A,0.2079,0.0483,22.6507,0.1131,1.0377,0.0,14.3,12.8,49940.8,150.0,2061.2,0.0,387.65,340.13
805,B,0.4286,0.0347,21.4945,0.1017,0.9886,0.0105,30.7,9.4,49092.1,140.7,2049.8,8.1,387.65,340.13
806,A,0.4103,0.0015,25.3314,0.0468,0.6346,0.0,28.3,0.4,54892.7,60.2,1238.5,0.0,387.61,337.66
806,B,0.2967,0.0702,24.2866,0.0578,0.5815,0.0049,21.1,19.1,54344.9,76.8,1171.2,3.8,387.61,337.66
807,A,0.2379,0.0561,24.3133,0.0,0.1376,0.0035,17.2,15.6,54628.4,0.0,276.4,2.8,387.58,335.19
807,B,0.5396,0.0183,28.145,0.0,0.2037,0.0,36.9,4.7,59448.3,0.0,387.0,0.0,387.58,335.19
808,A,0.3432,0.0838,23.9395,0.0,0.2747,0.0,24.1,22.4,52309.5,0.0,539.4,0.0,387.55,332.72
