PMC,Mg_%,Al_%,Ca_%,Ti_%,Fe_%,Si_%,Mg_int,Al_int,Ca_int,Ti_int,Fe_int,Si_int,image_i,image_j
3419,0.3986,0.0102,26.0928,0.0386,0.3723,0.0065,28.3,2.7,57627.7,50.3,738.8,5,320.94,308.59
3420,0.5325,0.0606,28.8629,0,0.2237,0,35.9,15.4,60214.7,0,420.1,0,320.92,311.01
3421,0.2583,0.0036,26.7554,0,0.3193,0.0051,17.8,0.9,57332.6,0,611.5,3.8,320.89,313.45
3422,0.2878,0.0351,22.5706,0.108,0.8616,0,19.9,9.3,49673,142.5,1709.2,0,320.87,315.88
3423,0.4718,0.0158,22.4785,0.1018,0.9643,0.0362,32.6,4.1,49415.7,135.5,1925.9,26.8,320.86,318.31
3424,0.4513,0.0773,23.2598,0.087,0.9816,0.016,31.2,20.2,50991.3,115.2,1955.6,11.8,320.84,320.75
3425,0.3836,0.0126,25.7365,0.0289,0.2033,0.0062,27.2,3.4,56598.1,37.4,400.8,4.8,320.81,323.2
3426,0.5657,0.0801,26.4207,0.0327,0.4615,0,39.3,20.9,57144.3,42.1,902.9,0,320.79,325.65
3427,0.1833,0,21.7532,0.0272,0.4064,0,13,0,48491.9,35.6,809.7,0,320.77,328.1
3428,0.2839,0.0289,23.1698,0.1039,0.8901,0.0085,19.7,7.6,50959.8,137,1765.3,6.4,320.74,330.57
3429,0.2615,0.0473,23.7832,0.1026,0.8162,0,18.1,12.5,52247.2,134.7,1613.9,0,320.73,333.02
3430,0.1655,0.0369,26.5473,0.0398,0.224,0,11.7,10.1,58626.1,51.4,440.9,0,320.7,335.49
3431,0.2305,0.0268,22.279,0.058,0.987,0,15.9,7.1,49141.8,76.7,1963.1,0,320.69,337.95
3432,0.517,0.0345,20.9941,0.1399,1.2621,0.0015,35.4,8.9,46225.4,188.9,2538.3,1.1,320.67,340.42
3433,0.4277,0.0444,21.6074,0.0954,1.1487,0.0189,29.4,11.5,47484.5,127.5,2298.2,13.9,320.65,342.9
3434,0.3508,0.0333,22.8035,0.1326,0.8936,0.0136,24.3,8.8,50221.8,175.7,1778.4,10.1,320.63,345.38
3435,0.3086,0.0554,21.9518,0.0632,1.0433,0.0181,21.4,14.6,48601.3,84.4,2093.2,13.5,320.6,347.88
3436,0.1964,0,22.555,0.1436,0.9265,0.0115,13.6,0,49831.1,190.1,1839,8.7,320.58,350.36
3437,0.5253,0.0407,23.2526,0.0488,0.8742,0.0058,36.3,10.6,50839,64.2,1736.3,4.3,320.56,352.86
3438,0.4326,0.052,23.1295,0.0557,0.8697,0.016,30.1,13.7,50905.2,73.7,1736,12,320.54,355.35
3439,0.307,0.0207,23.2031,0.0897,0.8403,0.0055,21.3,5.5,51047.8,118,1665.8,4.1,320.51,357.86
3440,0.4886,0.0407,23.3889,0.0373,0.8596,0.0015,34.1,10.7,51652.7,49.4,1721.3,1.1,320.49,360.36
3441,0.3105,0.0261,23.3162,0.0823,0.8123,0.0054,21.6,6.9,51408.6,108.3,1614.3,4.1,320.47,362.87
3442,0.4896,0.0532,23.0467,0.059,0.8712,0.0012,34,13.9,50582.3,77.9,1736.4,0.9,320.45,365.38
3443,0.3684,0.063,22.9647,0.0731,1.1209,0.0076,25.5,16.5,50654.9,97.4,2243.5,5.7,320.43,367.9
3444,0.3821,0.033,24.048,0.0884,0.7886,0,26.6,8.7,52897.7,116.2,1565.4,0,320.41,370.42
3445,0.275,0.0405,25.2297,0,0.6252,0,19.4,10.9,55883.9,0,1244.5,0,320.39,372.95
3446,0.3189,0.0519,24.0398,0.0344,1.2099,0,21.9,13.6,52661.5,45.4,2400.2,0,320.37,375.48
3447,0.4258,0.05,23.6489,0.0256,0.5072,0.0326,29.9,13.3,51947.3,33.5,1006.4,24.5,320.34,378.02
3448,0.3577,0,23.2691,0.0492,0.905,0.0209,24.6,0,50828,64.3,1785.7,15.5,320.32,380.56
3449,0.2673,0.0352,25.6069,0,0.515,0,18.6,9.4,55936.6,0,1008.8,0,320.3,383.1
3450,0.5484,0.015,33.4912,0,0.125,0,32.3,3.3,60790.2,0,203.4,0,320.28,385.65
3451,0.2677,0.0413,24.9848,0.0198,0.6557,0.0077,18.8,11.1,55130.2,25.9,1301.5,5.9,320.26,388.2
3452,0.3649,0.0335,20.8845,0.0665,0.6544,0.0259,25.5,8.9,46109,87.9,1306.8,19.5,320.23,390.76
3453,0.4316,0.0526,22.0253,0.0886,1.0446,0.0174,29.8,13.7,48387.4,117.9,2087.4,12.8,320.21,393.32
3454,0.4848,0.0305,21.9013,0.061,0.7712,0.031,33.9,8,48376.5,81.1,1547,23.1,320.19,395.88
3455,0.4377,0.0715,27.5688,0.0165,0.1172,0,30.4,18.8,59114.9,20.8,225.6,0,320.17,398.45
3456,0.6269,0.0688,28.943,0,0.1603,0.0032,41.9,17.3,59616.4,0,298,2.3,320.15,401.02
3457,0.4578,0.0426,27.991,0,0.0404,0,31.2,11,58757.9,0,76,0,320.13,403.6
3458,0.2381,0.0315,24.9269,0,0.1317,0.0032,16.8,8.5,54498.7,0,257.1,2.5,320.11,406.18
3459,0.2572,0.058,23.3864,0.001,0.2269,0.0048,18.3,15.8,51848.5,1.4,450.6,3.7,320.08,408.77
3460,0.3606,0.0175,26.8895,0.0207,0.2285,0.0098,24.3,4.5,56179.2,25.3,427.4,7.1,320.06,411.36
3461,0.5269,0.0316,25.3582,0,0.167,0.0305,38.2,8.6,56882.2,0,337.8,23.6,320.04,413.96
3462,0.3826,0.0445,25.668,0,0.0756,0,27.8,12.3,57542.9,0,152,0,320.02,416.55
3463,0.3201,0.0268,23.9268,0.0671,0.8441,0.002,22.3,7.1,52672.5,88.3,1675.3,1.5,317.47,416.56
3464,0.3803,0.0563,22.6773,0.1095,1.1259,0,26.2,14.7,50040.8,146.5,2253,0,317.5,413.96
3465,0.3774,0.0575,21.8503,0.1067,1.1824,0.0253,25.9,15,48090.1,143,2366.4,18.6,317.52,411.37
3466,0.56,0.0534,20.6628,0.1288,1.3568,0,38.2,13.7,45463.7,174.7,2736,0,317.55,408.78
3467,0.2615,0.0318,20.4707,0.0969,1.1364,0.0402,17.9,8.3,45071.7,129.3,2268.8,29.8,317.57,406.19
3468,0.3894,0.0313,24.305,0.0659,0.549,0.018,27.1,8.3,52995.6,85.3,1078.1,13.5,317.6,403.61
3469,0.6042,0.0287,29.3205,0,0.1177,0,40.6,7.3,60733.1,0,219.4,0,317.62,401.03
3470,0.597,0.038,27.5351,0,0.0836,0,40.2,9.6,57133.7,0,156.3,0,317.64,398.46
3471,0.6199,0.0245,25.2435,0,0.185,0,43.9,6.5,55236.5,0,365.7,0,317.67,395.89
3472,0.3216,0,22.8334,0.0569,0.6809,0.0287,22,0,49311.7,73.2,1324.5,21.2,317.69,393.33
3473,0.3975,0.0267,22.9492,0.0534,0.7947,0,27.7,7.1,50537,70.4,1581.2,0,317.72,390.76
3474,0.3705,0.0021,25.3221,0.0131,0.6111,0.0179,25.3,0.5,54234.3,16.7,1179,13.2,317.74,388.21
3475,0.43,0.0629,27.9763,0,0.1768,0,28.5,15.8,57332,0,325.4,0,317.76,385.66
3476,0.3458,0.0341,24.3944,0,0.31,0,24.1,9,52908.1,0,603.2,0,317.79,383.11
3477,0.3339,0.0425,23.2496,0.058,0.8205,0.0149,22.9,11.1,50469.5,75.3,1608.9,11.1,317.81,380.57
3478,0.1794,0.0671,23.0663,0.055,0.9133,0.0273,12.3,17.7,50325.8,71.8,1798.5,20.4,317.83,378.02
3479,0.3127,0.0135,23.5234,0.0532,0.8135,0,21.7,3.6,51777.9,69.9,1613.5,0,317.86,375.49
3480,0.4863,0.0587,24.5953,0.0473,0.6169,0.0023,34.1,15.6,54138,62.1,1228.2,1.7,317.88,372.96
3481,0.4577,0.0269,23.8102,0.0639,0.7068,0.0108,32.3,7.2,52947.4,84.9,1421.1,8.2,317.91,370.43
3482,0.18,0.0167,21.7746,0.1329,1.0943,0.0063,12.4,4.4,48213,177.3,2182.2,4.7,317.93,367.91
3483,0.2996,0.0066,23.6894,0.0579,0.7213,0.0218,20.7,1.8,51701.5,75.1,1416.4,16.3,317.95,365.4
3484,0.2471,0,21.5778,0.0804,0.6716,0.007,17.1,0,47283.4,104.8,1322.1,5.3,317.98,362.88
3485,0.4252,0.0128,23.8326,0.036,0.8275,0.0152,29.7,3.4,52509.9,47.5,1649.9,11.4,318,360.37
3486,0.256,0.0289,23.9607,0.0678,0.7523,0,17.8,7.7,52616.2,88.6,1484.9,0,318.02,357.86
3487,0.2149,0.0103,23.2168,0.1089,0.7484,0.0304,14.9,2.7,50923.7,142.4,1475.3,22.9,318.05,355.36
3488,0.3417,0.0158,22.9953,0.0485,0.8552,0.0024,23.6,4.1,50366.8,63.6,1691.3,1.8,318.07,352.87
3489,0.3442,0.0118,22.5507,0.09,0.9515,0.0127,23.8,3.1,49702.2,119.3,1896,9.5,318.09,350.38
3490,0.4648,0.005,21.792,0.1086,1.071,0,31.8,1.3,47598.1,143.8,2123.9,0,318.12,347.88
3491,0.3241,0,22.8268,0.0852,0.9913,0.0251,22.2,0,49736,111.5,1951.3,18.6,318.14,345.4
3492,0.5346,0.0169,21.7326,0.1183,1.4524,0.0048,36.3,4.3,47612.5,159.3,2908.8,3.5,318.17,342.91
3493,0.3174,0.0451,20.5209,0.1415,1.6159,0.0045,21.5,11.6,45271.1,192.5,3251.4,3.3,318.19,340.44
3494,0.2799,0.0775,21.971,0.1203,1.1044,0.0012,19.1,20.2,48106.5,159.4,2189.6,0.9,318.21,337.97
3495,0.3315,0.0242,26.9512,0,0.3259,0,23.1,6.4,58365.2,0,632.5,0,318.23,335.49
3496,0.2792,0.021,27.8004,0,0.1804,0,19.4,5.6,59730,0,346.3,0,318.25,333.04
3497,0.2778,0,22.2772,0.0328,0.7527,0.0127,19.4,0,49214.4,43.2,1497.6,9.6,318.28,330.57
3498,0.3031,0.0627,23.3087,0.0572,0.6893,0.0215,21.5,17,52161.2,76.4,1391.7,16.5,318.3,328.12
3499,0.3522,0.0737,24.3416,0.0789,0.6672,0.0072,24.7,19.7,53736.6,103.8,1329.2,5.5,318.32,325.66
3500,0.4991,0.0129,23.9748,0.0903,0.8287,0.0264,34.5,3.4,52410.5,118.6,1642.1,19.6,318.35,323.21
3501,0.2758,0.0228,24.7562,0.0609,0.6971,0,19.1,6,54141.6,79,1369.3,0,318.37,320.77
3502,0.2518,0.0156,22.9135,0.2009,0.9448,0,17.3,4.1,50240.9,264.6,1864.8,0,318.4,318.32
3503,0.3041,0.0423,23.1709,0.1515,1.0056,0.0201,20.8,11.1,50614.5,199.5,1984.7,14.9,318.41,315.89
3504,0.3671,0.0151,24.7767,0.0311,0.6179,0.0203,25.9,4.1,54835.1,40.9,1232.9,15.5,318.44,313.46
3505,0.3442,0.0439,25.1211,0.0415,1.4933,0.0094,23.6,11.5,55293.7,55.4,2982.9,7,318.46,311.03
3506,0.5631,0.049,25.136,0,0.2796,0,39.9,13.1,55197.7,0,554.4,0,318.48,308.6
3507,0.5225,0.0505,25.5812,0,0.1139,0.0052,37.9,13.8,57338.5,0,230,4.1,318.5,306.18
3508,0.5413,0.0081,26.0241,0.0238,0.5953,0,37.6,2.1,56571.4,30.8,1168.6,0,318.52,303.76
3509,0.2738,0.0209,26.1022,0.0214,0.3562,0.0055,19.4,5.7,57727,27.8,705.4,4.2,318.55,301.35
3510,0.2519,0.0106,24.9922,0.0177,0.3217,0,17.6,2.8,54426.7,22.6,626,0,318.58,298.94
3511,0.3737,0.0415,26.6724,0,0.3135,0.0013,26.1,11,57801.5,0,610,1,318.6,296.54
3512,0.3413,0.0567,25.9508,0,0.1099,0,24.2,15.3,57007,0,216.2,0,318.62,294.13
3513,0.415,0.068,27.006,0.0211,0.2932,0,28.9,18,58436.2,26.9,569.9,0,318.64,291.74
3514,0.2584,0.0319,19.3083,0.2133,1.9414,0.024,17.4,8.2,42905.1,296.3,3944.6,17.5,318.66,289.34
3515,0.4585,0.0124,20.1486,0.1467,1.4593,0.0505,31.3,3.2,44484.5,200.2,2952.1,36.8,318.68,286.95
3516,0.2441,0.0124,26.7789,0.0253,0.1065,0,17.6,3.4,59908.1,32.9,212.4,0,318.71,284.57
3517,0.5781,0.0718,31.2936,0,0.0075,0,37.8,17.7,62978.2,0,13.6,0,318.73,282.18
3518,0.2106,0.0236,22.9128,0,0.0196,0,14,6,47110,0,36,0,318.75,279.8
3519,0.4296,0.0885,24.5839,0.1055,0.7568,0,29.7,23.2,53625.7,138,1493.4,0,318.78,277.43
3520,0.3695,0.0325,19.7728,0.1504,1.7557,0.0084,25.1,8.4,44093.6,208.4,3583.9,6.2,318.79,275.06
3521,0.3623,0.0329,19.999,0.0562,0.8363,0.0129,25.3,8.7,44394.6,75.2,1683,9.7,318.82,272.7
3522,0.2194,0.0569,19.7744,0.118,1.0159,0.0265,15.1,15,43755.2,158.2,2034.9,19.8,318.84,270.33
3523,0.3887,0.0447,24.7975,0.0832,0.7338,0.0407,27,11.8,54245.8,108.8,1451.4,30.5,318.86,267.97
3524,0.5683,0.0152,28.9504,0.053,0.1684,0,37.6,3.8,59244.1,63.9,309.9,0,318.89,265.62
3525,0.3821,0.0258,26.3306,0,0.0285,0,27.7,7.1,58943.1,0,57.1,0,318.9,263.26
3526,0.237,0.0018,25.4668,0,0.2019,0,17,0.5,56924.6,0,402.8,0,318.93,260.92
3527,0.5336,0.0474,23.6198,0.0864,0.9428,0.0276,37.4,12.5,52421.3,115.8,1903.3,20.6,318.95,258.56
3528,0.4435,0.0116,26.9703,0,0.2414,0.0111,31,3.1,58586.7,0,470.5,8.3,318.97,256.23
3529,0.4359,0.0129,23.327,0,0.299,0.0296,30.5,3.4,50796.4,0,586.6,22.3,319,253.89
3530,0.5606,0.0197,26.5681,0,0.4191,0.0014,39.1,5.2,57646.8,0,820.6,1.1,319.01,251.55
3531,0.213,0.006,22.9714,0.0432,0.5081,0,14.9,1.6,50460.8,56,999,0,319.04,249.23
3532,0.3968,0,25.5889,0.0125,0.5524,0.012,27.9,0,56319.2,16.3,1094.7,9.1,319.05,246.89
3533,0.2514,0.0415,24.0509,0.0255,0.2867,0,17.6,11.1,52469.7,32.7,559.8,0,319.08,244.57
3534,0.4135,0.0203,24.8752,0.1093,0.6153,0.0204,29.2,5.4,55224.8,144.6,1231.5,15.5,319.1,242.26
3535,0.348,0.0082,24.3756,0.1087,0.7619,0.0205,24.5,2.2,54132.9,144.3,1524.6,15.5,319.13,239.95
3536,0.3458,0.0214,24.4797,0.0922,0.8035,0.0047,23.8,5.6,53195.4,119.6,1574,3.5,319.14,237.63
3537,0.1871,0.0178,21.3343,0,0.6064,0.0046,13.1,4.8,47081.2,0,1200.6,3.5,319.17,235.33
3538,0.4567,0.0467,22.5719,0.0815,1.0304,0.007,31.3,12.1,49260.9,107.6,2043.5,5.1,319.19,233.02
3539,0.4639,0.0075,21.9099,0.1175,1.168,0.0122,31.9,1.9,48240,157.4,2338.8,9,319.21,230.72
3540,0.3143,0.0436,22.4523,0.0712,0.942,0.0175,21.9,11.6,49801.9,94.9,1888.9,13.2,319.23,228.43
3541,0.2756,0.0527,25.0083,0,0.1548,0,19.2,14,53939.7,0,298.6,0,319.25,226.13
3542,0.6181,0.041,24.974,0.0789,0.4294,0.0015,43.3,10.8,54499.9,102.5,847.8,1.1,319.28,223.84
3543,0.5554,0.0501,24.7188,0.0354,0.2348,0,39.4,13.4,54386.7,46,466,0,319.3,221.56
3544,0.4221,0.072,26.2873,0.0131,0.077,0,30.6,19.8,58904.6,17.3,154.9,0,319.32,219.27
3545,0.2519,0.0456,25.5299,0,0.2016,0,17.4,12.1,54934.7,0,387.8,0,319.34,217
3546,0.2588,0.0751,23.6236,0.0213,0.3442,0.0042,18.2,20.2,51868.6,27.6,678,3.2,319.36,214.72
3547,0.2767,0.0401,23.88,0.0385,0.6768,0,19.2,10.6,52278.1,50.1,1332.8,0,319.38,212.44
3548,0.317,0.0237,24.3756,0.1099,0.7413,0,21.9,6.2,53127.1,142.9,1453.5,0,319.4,210.18
3549,0.284,0.0248,23.8635,0.0355,0.8045,0.0018,19.7,6.6,52439.2,46.5,1592.2,1.4,319.42,207.91
3550,0.2683,0.0036,25.7181,0.0546,0.3908,0,19,1,56999.3,71.2,775,0,319.44,205.65
3551,0.3635,0.0487,25.8579,0.0331,0.4933,9e-04,25.5,13,56699.3,42.9,972.1,0.7,319.46,203.39
3552,0.3773,0,24.1439,0.0171,0.8582,0.0143,26.3,0,53301.1,22.5,1711.3,10.7,319.49,201.14
3553,0.3347,0.0435,25.964,0.0809,0.5484,0.0218,22.9,11.3,55555.2,102.7,1055.4,16.1,319.51,198.89
3554,0.4371,0.0381,23.3535,0.1346,0.8121,0,30.3,10,51326,177.7,1613.7,0,319.53,196.64
3555,0.4709,0.0381,25.5106,0.1247,0.6022,0.0017,33,10.1,56090.7,163.5,1194,1.3,319.55,194.4
3556,0.3699,0.0709,28.3059,0.0933,0.1417,0.017,25.7,18.7,60807.3,117.8,272.8,12.7,319.57,192.16
3557,0.298,0.0394,26.4057,0.0124,0.0646,0,21.6,10.9,59163.7,16.2,129.4,0,319.59,189.92
3558,0.3578,0,27.1896,0.0288,0.1094,0.0091,25.2,0,59345.7,36.8,213.6,7,319.61,187.69
3559,0.4611,0.0337,25.0149,0.1486,0.5225,0.008,32.6,9,55325.8,195.8,1042.1,6,317.26,187.7
3560,0.3447,0.0714,25.9356,0.1073,0.1523,0,24.1,19,56314.7,137,296.3,0,317.23,189.94
3561,0.6368,0.0369,27.8409,0.1232,0.283,0,44.3,9.6,60043.4,157.5,550.6,0,317.21,192.17
3562,0.3845,0.035,25.5923,0.0772,0.2087,0.0052,27.8,9.6,57340.3,101.7,419.6,4.1,317.19,194.42
3563,0.5497,0.0633,29.2838,0,0.1204,0,36.8,16,60504.7,0,223.7,0,317.17,196.66
3564,0.5311,0.026,25.9731,0.0104,0.12,0.0082,38.6,7.1,58258.6,13.8,242.3,6.4,317.14,198.9
3565,0.5189,0.0055,25.3011,0.0409,0.5286,0,36.3,1.5,55274.7,53.1,1042.3,0,317.12,201.15
3566,0.3185,0.0449,22.4109,0.0419,0.3765,0,22.9,12.3,50354.9,55.6,760.2,0,317.1,203.41
3567,0.3393,0.0069,27.8209,0,0.1875,0.0058,23.9,1.9,60845.9,0,366.8,4.5,317.07,205.67
3568,0.2236,0.0245,25.5543,0.0222,0.2847,0,15.7,6.6,56055.9,28.6,557.9,0,317.05,207.93
3569,0.2113,0.0031,26.8197,0.006,0.3115,0.0133,14.9,0.8,59036,7.7,612.6,10.3,317.03,210.19
3570,0.3435,0.0019,23.9874,0.0374,0.5339,0.0055,23.9,0.5,52389.9,48.4,1047.5,4.2,317.01,212.46
3571,0.4032,0.0139,25.5897,0.111,0.4898,0.0104,27.9,3.6,55503.3,142.7,954.6,7.7,316.98,214.73
3572,0.2828,0.0571,25.9522,0.1918,0.5638,0.0015,19.6,15.1,56442.1,247.7,1100.7,1.1,316.96,217.01
3573,0.3538,0.0308,24.5989,0.1067,0.6395,0.0098,24.8,8.2,54142.4,139.9,1267.6,7.4,316.93,219.28
3574,0.5775,0.0347,28.9229,0,0.0807,0,40,9.1,61751.4,0,154.9,0,316.91,221.56
3575,0.5935,0.0996,30.4649,0,0.1162,0,37.9,24,59846.9,0,205.7,0,316.89,223.85
3576,0.5085,0.0327,26.039,0.0095,0.2214,0,36.3,8.8,57614.8,12.4,441.1,0,316.87,226.14
3577,0.3007,0.0276,25.1926,0,0.5536,0.0037,21,7.4,55282.8,0,1091.4,2.8,316.84,228.43
3578,0.2259,0,21.4461,0.0157,0.5562,0,15.7,0,47143.2,20.4,1096.5,0,316.82,230.73
3579,0.5439,0.0266,23.7187,0.0867,0.9258,0.0158,37.6,6.9,51891.6,114.3,1839.9,11.7,316.8,233.03
3580,0.467,0.0375,24.1112,0.0675,0.7252,0.0072,32.5,9.9,52889.1,88.5,1438.7,5.4,316.77,235.33
3581,0.6222,0.0421,25.1026,0.0419,0.5804,0.0062,43.9,11.2,55396.7,55.2,1161.1,4.7,316.75,237.64
3582,0.2441,0.0368,25.6949,0,0.1651,0.0045,17.6,10.2,57557.4,0,330.6,3.5,316.73,239.96
3583,0.7116,0.0409,30.6666,0,0.1047,0,47.3,10.2,62691.1,0,193.1,0,316.7,242.27
3584,0.7992,0.063,29.995,0.0118,0.1343,0,53.1,15.6,61309.2,14.2,248.3,0,316.68,244.59
3585,0.4737,0.0563,29.4144,0,0.0637,0,30.8,13.9,58981.7,0,114.5,0,316.66,246.91
3586,0.3379,0.0273,27.1428,0,0.1526,0,23.2,7.1,57655.7,0,290.1,0,316.63,249.24
3587,0.3649,0.0479,25.5271,0.0136,0.4869,0,25.8,12.9,56399.5,17.8,967.2,0,316.61,251.57
3588,0.3183,0.0293,22.7665,0.0594,0.6382,0,22.5,7.9,50733.5,78.7,1279.9,0,316.58,253.9
3589,0.5925,0.0618,20.2394,0.058,0.3755,0.0173,41.2,16.1,43802.3,75.3,741.2,12.7,316.56,256.24
3590,0.4151,0.0345,23.9597,0.0653,0.5081,0.0061,28.9,9.1,52354.2,84.8,1000.3,4.5,316.54,258.58
3591,0.3998,0.0298,25.2989,0.0678,0.4451,0.0147,27.8,7.9,55031.8,87.3,871.5,11.1,316.51,260.92
3592,0.2452,0.0387,26.9813,0.013,0.0709,0,17.7,10.7,60189.6,16.9,141.1,0,316.49,263.27
3593,0.2342,0.0347,27.7818,0,0.0972,5e-04,16.6,9.4,61054.2,0,190.5,0.4,316.46,265.62
3594,0.3854,0.0046,25.161,0.0404,0.3431,0,27.1,1.2,55192.2,52.3,675.6,0,316.45,267.98
3595,0.4576,0,18.229,0.2909,2.7911,0.0198,30.1,0,40705.8,420.9,5782.5,13.9,316.42,270.34
3596,0.4062,0.0384,22.0375,0.0943,1.1614,0.0152,27.7,9.9,48116.9,125,2305.7,11.1,316.39,272.7
3597,0.4378,0.0661,22.8111,0.0632,0.9075,0,30.3,17.3,49965.8,83.3,1804.2,0,316.37,275.07
3598,0.2543,0.0055,21.4097,0.1235,0.7688,0,17.7,1.5,47363.5,163.3,1529.3,0,316.34,277.44
3599,0.3039,0.0396,22.7492,0.0854,0.4595,0.0098,21.4,10.6,50166.8,111.6,910.5,7.5,316.32,279.82
3600,0.6242,0.0825,32.4217,0,0.0771,0,38.7,19.3,61738.7,0,132,0,316.3,282.2
3601,0.6395,0.0624,31.7971,0,0.0683,0,40.5,14.9,62044.6,0,119.9,0,316.27,284.58
3602,0.3592,0.0347,25.8825,0.0045,0.2203,0.0211,25.2,9.3,56260.1,5.8,429.8,16,316.26,286.96
3603,0.2393,0.047,22.2485,0.0446,0.5571,0,16.6,12.5,48713.8,57.8,1095.7,0,316.22,289.35
3604,0.4657,0.0125,26.6002,0,0.1103,0.0028,32.5,3.3,57295.4,0,213.2,2.1,316.21,291.75
3605,0.1609,0.076,27.7299,0,0.0583,0,11.6,21.1,62076.1,0,116.3,0,316.18,294.15
3606,0.6586,0.0063,26.8022,0,0.1726,0.0037,45.6,1.6,57284.6,0,332.9,2.8,316.15,296.55
3607,0.4359,0.053,27.1534,0,0.1675,0,31,14.3,59764.9,0,331.2,0,316.12,298.95
3608,0.4443,0.0519,26.077,0.0271,0.239,7e-04,31.6,14,57540.4,35.3,474.3,0.6,316.11,301.36
3609,0.4043,0.0526,27.24,0,0.2152,0,27.7,13.7,57870.4,0,410.4,0,316.09,303.77
3610,0.4663,0.0477,26.8812,0,0.1188,0,33.8,13.1,60261.8,0,239.3,0,316.05,306.19
3611,0.2436,0.0336,24.985,0,0.2098,0.0019,17.5,9.2,55924.1,0,419.5,1.5,316.04,308.61
3612,0.3258,0.0484,23.7447,0.0189,0.2575,0.002,22.7,12.8,51411.8,24.1,500.2,1.5,316,311.04
3613,0.2544,0.0861,24.1684,0.1199,0.8246,0,17.6,22.7,52920.8,157,1625.6,0,315.98,313.47
3614,0.3179,0.0774,20.7736,0.0745,0.4968,0,22.1,20.5,45323.8,96.9,979.5,0,315.96,315.9
3615,0.3684,0.0078,23.2745,0.029,0.7901,0.0059,25.5,2.1,50901.7,37.9,1558.7,4.4,315.93,318.34
3616,0.5102,0.0222,21.4182,0.0855,1.4353,0,35.1,5.7,47494.9,116.2,2908.4,0,315.9,320.78
3617,0.3119,0.0422,23.5635,0.0651,0.8881,0.0082,21.6,11.2,51846.7,85.7,1763.6,6.2,315.88,323.23
3618,0.43,0,26.6404,0.0145,0.4064,0,29.5,0,57047.3,18.3,781.4,0,315.86,325.67
3619,0.2377,0,25.0975,0.0579,0.5787,0,16.5,0,54965.8,74.9,1134.3,0,315.83,328.12
3620,0.3558,0.029,21.1834,0.0375,0.3887,0.0193,25.4,7.9,47304.4,49.6,782.1,14.8,315.8,330.59
3621,0.3113,0.0135,24.6321,0,0.1379,0.0131,22.5,3.7,55155.4,0,276.3,10.2,315.78,333.04
3622,0.4273,0.0303,28.1781,0,0.122,0.0085,29.3,7.9,59586.7,0,231.4,6.3,315.75,335.51
3623,0.4327,0.0189,22.513,0.0173,0.656,0.0092,29.7,4.9,48694.9,22.3,1282.6,6.8,315.73,337.97
3624,0.3091,0.0394,23.5676,0.1145,0.7095,0.0072,21.7,10.5,52252.5,151.5,1416.1,5.5,315.71,340.45
3625,0.4821,0.0302,24.2174,0.0608,0.6583,0.0278,33.9,8,53417.1,80.2,1314.2,20.9,315.68,342.93
3626,0.203,0.0217,20.9062,0.1624,1.4921,0.0035,13.8,5.7,46301.6,219.9,2993.8,2.6,315.66,345.4
3627,0.3703,0.0387,19.9233,0.1883,1.4788,0.0154,25.2,10,44127.4,257.4,2989.2,11.3,315.63,347.9
3628,0.5239,0.0204,22.5712,0.0509,0.8818,0.0336,36.7,5.4,49980.3,68,1776.6,25.1,315.6,350.38
3629,0.4293,0.0528,22.6664,0.0756,0.7764,0.0154,29.6,13.8,49449.2,99,1534.1,11.4,315.58,352.87
3630,0.5332,0.0579,23.4515,0.0502,0.7658,0,37,15.1,51333,66,1521.5,0,315.55,355.37
3631,0.2896,0,20.5056,0.0218,0.6133,0,20.3,0,45362.1,28.6,1221,0,315.53,357.87
3632,0.449,0.0288,21.4197,0.0659,0.7202,0.0106,31.1,7.5,46947.9,86.7,1430.8,7.9,315.5,360.38
3633,0.3411,0.0094,23.312,0.0578,0.8303,0,23.8,2.5,51544.9,76.3,1654.9,0,315.48,362.89
3634,0.4565,0.0473,22.9965,0.0775,0.8765,0,31.9,12.5,50894.2,103.2,1758.2,0,315.45,365.4
3635,0.3357,0,24.2166,0.0576,0.7849,0.0367,23.3,0,53044.1,75.2,1549.8,27.5,315.42,367.93
3636,0.3852,0.0392,25.0454,0.0138,0.5956,0,26.9,10.4,54893.8,17.9,1176.3,0,315.4,370.45
3637,0.3067,0.0834,22.9821,0.0287,0.9111,0,21.3,22.1,50779.6,38,1819.9,0,315.37,372.97
3638,0.3141,0.0244,24.5983,0.0769,0.6566,0.0301,21.7,6.4,53538,99.5,1286.3,22.5,315.35,375.51
3639,0.2069,0.0051,23.0429,0.0557,0.8181,0.0021,14.4,1.4,50780,73,1618.2,1.6,315.32,378.04
3640,0.2542,0.0585,24.2133,0.0718,0.5507,0,17.9,15.8,53717.3,94.3,1096.8,0,315.29,380.58
3641,0.4478,0.0088,24.3673,0.0293,0.8035,0.0076,31.1,2.3,53387.4,38.4,1592,5.6,315.27,383.12
3642,0.3825,0.0233,22.6214,0.0139,0.4001,0,26.9,6.2,49719.7,18.1,791.4,0,315.25,385.67
3643,0.3225,0.0364,22.8225,0.0212,0.3698,0.0339,22.5,9.7,49698.2,27.2,724.4,25.5,315.22,388.22
3644,0.2084,0.0093,19.8799,0.0275,0.6206,0.0614,14.3,2.4,43090.3,35.5,1213.4,45.8,315.19,390.78
