PMC,Mg_%,Al_%,Ca_%,Ti_%,Fe_%,Si_%,Mg_int,Al_int,Ca_int,Ti_int,Fe_int,Si_int,image_i,image_j
2265,0.2673,0.0472,23.3096,0.0915,0.7897,0,18.4,12.4,50914.6,119.3,1552.4,0,350.38,303.63
2266,0.3561,0.0236,22.83,0.1096,0.8345,0,24.8,6.3,50379.5,145.1,1662,0,350.38,306.04
2267,0.481,0.0252,24.3522,0.1707,0.6567,0.007,33.3,6.6,53057.7,222.7,1292.1,5.2,350.38,308.47
2268,0.3672,0.0531,24.7152,0.1685,0.4999,3e-04,26,14.3,54743.9,222,996.2,0.2,350.38,310.91
2269,0.457,0.051,25.5208,0.0681,0.4865,0.0062,31.7,13.4,55382.6,87.7,952.1,4.6,350.4,313.31
2270,0.3527,0.0418,24.0331,0.0737,0.6829,0,24.5,11.1,52677.2,96.2,1349.3,0,350.4,315.74
2271,0.2565,0.0045,22.6438,0.0541,0.9875,0,17.7,1.2,49711.2,71.2,1954.7,0,350.4,318.19
2272,0.4141,0.0362,22.4846,0.0248,0.9984,0.0203,28.7,9.5,49481.1,32.9,1995.2,15.1,350.41,320.61
2273,0.2154,0.0089,21.4264,0.003,0.5049,0,15.1,2.4,47153.7,3.9,995.9,0,350.41,323.05
2274,0.354,0.0241,22.4534,0.0897,0.9384,0.0131,24.5,6.3,49325.6,118.5,1865.4,9.7,350.41,325.51
2275,0.3438,0.0316,21.2118,0.1457,1.2018,0.0195,23.7,8.3,46877.6,196.2,2413.3,14.4,350.42,327.96
2276,0.2862,0,24.5962,0.0826,0.7509,0,19.6,0,53156.1,106.1,1457.6,0,350.42,330.43
2277,0.5693,0.0061,24.0618,0.0299,0.784,0.018,39.7,1.6,52807.9,39.3,1561.5,13.4,350.42,332.88
2278,0.3309,0.0275,23.5445,0.0564,0.7165,0.0101,23.4,7.4,52621.5,75.1,1443.7,7.7,350.42,335.36
2279,0.3487,0.049,24.3078,0.0338,0.6669,0.022,24.4,13,53514.7,44.3,1324.2,16.6,350.43,337.81
2280,0.3901,0,24.0311,0.0477,0.6099,0.0282,27.1,0,52568.1,62,1202.3,21.2,350.43,340.29
2281,0.2705,0.0065,24.3795,0.09,0.7262,0,18.8,1.7,53472.5,117.3,1430.2,0,350.44,342.76
2282,0.3396,0,22.45,0.0812,0.8242,0,23.5,0,49388.3,106.9,1634.8,0,350.44,345.26
2283,0.3812,0.0401,18.8427,0.1756,1.643,0.0449,25.7,10.2,41541.8,241.5,3325.9,32.5,350.44,347.74
2284,0.3937,0.0653,19.0549,0.137,1.5776,0.0206,26.7,16.7,42140.5,188.3,3201.1,15,350.44,350.23
2285,0.1755,0.0457,18.6824,0.1789,1.8942,0.0398,11.7,11.7,41249.1,246.6,3823.9,28.8,350.45,352.73
2286,0.2339,0,19.1168,0.1901,1.5368,0.0263,15.8,0,42212.3,258.8,3085.9,19.3,350.45,355.23
2287,0.3685,0.045,17.2784,0.1815,1.9613,0.0424,24.5,11.3,38128.9,253.9,3997.7,30.1,350.45,357.72
2288,0.3341,0.037,15.3447,0.2208,2.0367,0.0815,22.2,9.3,34180.5,316.3,4215.5,58,350.46,360.23
2289,0.5417,0.0354,18.012,0.1787,1.4058,0.0704,36.9,9,39828.7,247.2,2872.7,50.9,350.46,362.74
2290,0.1913,0.0468,24.8778,0,0.5293,0.0227,13.3,12.5,54301.4,0,1036.5,17.2,350.47,365.25
2291,0.2301,0,22.1938,0.0406,0.6129,0.0021,16.2,0,49260.6,53.4,1220,1.6,350.47,367.77
2292,0.3103,0.005,21.9804,0.0183,0.6346,0.0174,21.5,1.3,47947.4,23.8,1247.3,13,350.47,370.3
2293,0.3923,0.0195,24.2701,0.0506,0.7768,0,27,5.1,52795.3,65.7,1525.5,0,350.47,372.82
2294,0.4641,0.0225,24.2216,0.0588,0.7498,0,32.2,5.9,53039.9,76.9,1483.4,0,350.48,375.35
2295,0.3934,0,24.5089,0.0818,0.6679,0.0018,27.5,0,53950.8,107.2,1324.1,1.3,350.48,377.89
2296,0.2918,0.0043,23.0836,0.0651,0.5251,0.0029,20.2,1.1,50200.6,83.8,1024.6,2.2,350.48,380.42
2297,0.3313,0.0461,22.9812,0.0329,0.5396,0.0044,22.9,12.1,49849.6,42.3,1053.6,3.2,350.49,382.97
2298,0.4772,0.0495,21.107,0.0034,0.5782,0,33.5,13.1,46591.8,4.5,1157.5,0,350.49,385.52
2299,0.4241,0.0189,22.8255,0.0814,0.9143,0.0153,29.6,5,50505.1,108.3,1832.2,11.4,350.49,388.07
2300,0.4718,0.036,23.548,0.0506,0.8299,0.0203,32.7,9.4,51534.1,66.4,1646.6,15,350.5,390.63
2301,0.4351,0.0915,24.8233,0.0507,0.6437,0.0239,30.4,24.2,54367.3,66.3,1275.9,17.8,350.5,393.19
2302,0.1745,0,26.3529,0.0253,0.2966,0,12.4,0,58251.1,32.7,584.5,0,350.5,395.75
2303,0.3359,0.0203,23.3621,0.0595,0.7681,0.0241,23.6,5.4,51817,78.8,1537.8,18.3,350.51,398.32
2304,0.3037,0.0115,21.6325,0.086,1.2162,0,20.7,3,47460.7,114.1,2415.2,0,350.51,400.9
2305,0.4399,0.0317,20.6499,0.0833,1.405,0.0169,30.1,8.2,45681.9,113,2841.7,12.4,350.52,403.47
2306,0.407,0.0662,21.0533,0.1101,1.281,0,27.9,17.2,46498.5,148.7,2578.7,0,350.52,406.05
2307,0.5537,0.0442,21.5496,0.0286,0.7557,0.0242,38.9,11.6,47706.6,38.1,1524.2,18.1,350.52,408.64
2308,0.4178,0.0183,26.4993,0,0.1374,0.0026,29.5,4.9,57929.1,0,269.3,2,350.53,411.23
2309,0.3856,0.0113,26.1607,0.0065,0.485,0,26.9,3,56956.5,8.4,949.5,0,350.53,413.83
2310,0.364,0.0636,26.527,0,0.1436,0.02,24.8,16.5,55844.8,0,271.2,14.7,350.53,416.42
2311,0.2847,0,26.3973,0.0166,0.466,0,19.6,0,56921.8,21.1,899.8,0,347.99,416.43
2312,0.3101,0.0277,26.6755,0,0.2673,0,21.9,7.4,58504.7,0,524.4,0,347.99,413.84
2313,0.4377,7e-04,24.3805,0,0.2241,0,30.8,0.2,53317.6,0,440,0,347.99,411.24
2314,0.3926,0.0094,23.7712,0.0745,0.8131,0.0134,27.4,2.5,52353.3,98.2,1618.6,10.1,347.99,408.65
2315,0.2532,0.0302,20.3814,0.0471,0.7034,0.0076,17.8,8.1,45386.1,62.6,1411.7,5.8,347.98,406.07
2316,0.3008,0.0219,21.6489,0.1255,1.1523,0.0078,20.7,5.7,47796.8,167.9,2303.3,5.8,347.98,403.48
2317,0.4379,0.0502,21.3656,0.1486,1.2107,0,30.1,13,47145.5,200.2,2432.5,0,347.98,400.91
2318,0.2901,0.0172,22.7768,0.1209,0.9862,0.0158,19.8,4.5,49514.1,158.1,1934.4,11.7,347.98,398.33
2319,0.3357,0.0153,26.2699,0.0237,0.3908,0,23.3,4,56917.2,30.2,758.9,0,347.98,395.77
2320,0.278,0.0128,21.8529,0.0276,0.548,0.0055,19.5,3.4,48270.7,36.1,1087.8,4.2,347.98,393.2
2321,0.4863,0.0389,23.2985,0.0063,0.6183,0.0348,34,10.2,51118.3,8.2,1229.3,26,347.98,390.64
2322,0.1513,0.0514,20.7851,0.0686,0.6589,0.0624,10.5,13.7,45495.9,89.5,1298.9,47,347.97,388.08
2323,0.4788,0.0443,21.8828,0.0493,0.5601,0.053,33.5,11.7,48045.2,64.8,1116.2,39.6,347.97,385.53
2324,0.3866,0.0529,24.3795,0.072,0.6492,0.0263,27,14,53463,94.1,1284.8,19.7,347.97,382.98
2325,0.2813,0.0266,24.4446,0.0523,0.6713,0.0086,19.6,7.1,53610.1,68.1,1323.8,6.5,347.97,380.44
2326,0.2126,0.0415,23.7996,0.0037,0.4875,0.0117,15,11.2,52664.6,4.8,966.9,8.9,347.97,377.9
2327,0.5984,0.0351,24.4244,0.0619,0.6349,0.0125,41.9,9.2,53698.1,81.4,1266,9.3,347.97,375.36
2328,0.2474,0.0279,22.9525,0.0204,0.7084,0,17.3,7.5,50737.5,26.8,1407.3,0,347.97,372.83
2329,0.1811,0,22.0819,0.0371,0.5943,0,12.6,0,48369.2,48,1165.6,0,347.97,370.31
2330,0.498,0.0359,24.5483,0.043,0.6337,0.0087,34.9,9.5,53950.3,56.4,1260,6.5,347.96,367.78
2331,0.4608,0.0088,22.738,0.031,0.397,0.0098,32.4,2.3,49936.4,40.3,786.3,7.4,347.96,365.26
2332,0.3316,0.0077,22.8028,0,0.3693,0.0172,23.4,2.1,50285.8,0,731.7,13.1,347.96,362.75
2333,0.3129,0.0346,21.9435,0.1715,1.1319,0.0255,21.6,9.1,48621.8,230.8,2274.5,19,347.96,360.24
2334,0.3824,0.0253,19.981,0.1334,1.496,0.0155,26.1,6.5,44273.7,182.2,3026.6,11.3,347.96,357.73
2335,0.394,0,18.875,0.1573,1.6709,0.0359,26.7,0,41852.6,217.1,3395,26.1,347.96,355.24
2336,0.2406,0.037,18.1949,0.18,2.0005,0.0112,15.9,9.3,39976.6,248.4,4027.5,8,347.96,352.74
2337,0.3553,0.0397,18.1895,0.156,1.7107,0.0255,24.1,10.2,40505.8,217.1,3497.2,18.6,347.96,350.24
2338,0.4736,0,21.9834,0.107,1.0605,0.011,32.8,0,48571.1,143.4,2127.4,8.2,347.95,347.75
2339,0.444,0.0198,24.8418,0.0496,0.5997,0,31.2,5.3,54743.9,65,1192.7,0,347.95,345.28
2340,0.4736,0.0138,22.0551,0.0142,0.5733,0,32.9,3.6,48190.7,18.5,1132.6,0,347.95,342.79
2341,0.1705,0.03,20.3931,0.0308,0.544,0.0127,12.1,8.2,45674.5,40.9,1093.3,9.8,347.95,340.31
2342,0.3684,0.0382,23.6929,0.0282,0.6786,0,25.8,10.1,52203.2,37.1,1348.7,0,347.95,337.84
2343,0.4032,0.0046,24.2632,0.0318,0.6911,0.0168,28.2,1.2,53484.1,41.7,1374.9,12.6,347.95,335.37
2344,0.3143,0,22.1999,0.0219,0.5841,5e-04,21.8,0,48445.1,28.4,1146.2,0.4,347.95,332.89
2345,0.2427,0.0203,23.4042,0.0655,0.807,0.0114,17,5.5,51966.3,86.7,1611.9,8.7,347.94,330.44
2346,0.4458,0.0494,21.5818,0.1314,1.2508,0.0354,30.9,12.9,48020.5,178.9,2539.1,26.3,347.95,327.97
2347,0.322,0.0532,21.7032,0.0994,1.1168,0.0097,22.3,14,48064.6,133.3,2244.4,7.3,347.94,325.54
2348,0.2827,0.0069,23.9147,0.0664,0.7295,0.001,19.5,1.8,52127.2,86,1428.3,0.8,347.94,323.08
2349,0.2467,0.0116,24.7291,0.0231,0.5773,0,17.2,3.1,54167.2,29.9,1134.5,0,347.94,320.64
2350,0.3164,0.0311,22.4598,0.1267,1.0245,0.0082,21.8,8.2,49421.2,168.3,2038.8,6.1,347.94,318.2
2351,0.3437,0.046,21.5695,0.1263,1.0626,0.0013,23.8,12.1,47673.6,169,2128.6,1,347.94,315.75
2352,0.3137,0.0301,22.0691,0.1025,1.0982,0.0171,21.6,7.9,48593.3,136.5,2190.6,12.7,347.94,313.32
2353,0.2529,0.0495,23.4347,0.0472,0.7914,0,17.6,13.2,51504.3,61.8,1566.5,0,347.94,310.89
2354,0.4654,0.0454,22.8553,0.1387,0.8121,0,32.4,11.9,50349.3,183.9,1620.1,0,347.93,308.48
2355,0.3856,0.0105,22.1608,0.115,0.9694,0.0289,26.9,2.8,49162.7,154.1,1950,21.7,347.93,306.05
2356,0.3388,0.0348,24.1465,0.0425,0.6838,0.0023,23.5,9.2,52737.1,55.2,1345.6,1.7,347.93,303.63
2357,0.3997,0.0168,23.4927,0.0909,0.696,0.031,27.7,4.4,51249,118.5,1371.5,23.1,347.91,301.23
2358,0.4006,0.0177,20.8056,0.1072,1.3527,0.0077,27.4,4.6,45935.7,144.9,2721.3,5.6,347.92,298.81
2359,0.3686,0,21.8096,0.136,1.2836,0.019,25.2,0,47927.4,182.1,2561,14,347.92,296.4
2360,0.3146,0.0271,26.5798,0,0.301,0.0023,22.2,7.3,58241.3,0,590.9,1.7,347.9,293.99
2361,0.3764,0.0381,26.2381,0,0.3177,0.003,26.8,10.3,58214.6,0,632.6,2.3,347.92,291.6
2362,0.2917,0.0222,28.5703,0,0.1228,0,20.1,5.9,60987.7,0,234.1,0,347.92,289.21
2363,0.3417,0.0524,24.0739,0.04,0.8167,0.0044,23.9,14,53297,52.9,1632.2,3.4,347.92,286.81
2364,0.5686,0.04,21.5958,0.1188,1.385,0.0088,38.9,10.3,47518.2,160.7,2790.2,6.4,347.93,284.44
2365,0.3276,0.0541,25.6063,0.049,0.5852,0,23.1,14.5,56545.1,64.1,1162.2,0,347.93,282.06
2366,0.5325,0.0548,27.5364,0.0244,0.3701,0,37.1,14.4,59624,31.2,722.1,0,347.92,279.67
2367,0.3857,0.0371,26.5474,0.0214,0.4815,0.0058,26.4,9.7,56802.9,27.1,926.9,4.3,347.92,277.29
2368,0.5867,0.0405,26.7979,0.0485,0.5453,0.0041,41.2,10.7,58761.4,63.3,1081,3.1,347.92,274.92
2369,0.323,0.042,27.3358,0.1057,0.5386,0,22.5,11.2,59668.6,136.6,1055,0,347.92,272.55
2370,0.3311,0.0318,24.5055,0.0381,0.4013,0,23,8.4,53266.4,48.8,782.8,0,347.91,270.18
2371,0.4468,0.0474,27.3202,0.0498,0.5453,0,31.2,12.5,59550.3,64.3,1070.7,0,347.92,267.84
2372,0.3385,0.0588,27.0371,0.1398,0.5132,0.0091,23.7,15.7,59354.3,182,1011.9,6.9,347.91,265.47
2373,0.3148,0.0049,24.0418,0.0598,0.4536,0,22.3,1.3,53252.4,78.3,901.4,0,347.91,263.13
2374,0.4198,0.0396,21.7757,0.121,1.2849,0.0161,29.1,10.4,48489.4,164.6,2605.9,12,347.91,260.77
2375,0.1606,0.0201,21.1968,0.0529,0.7881,0,11.1,5.4,46803.1,69.5,1562.5,0,347.91,258.43
2376,0.4385,0.095,28.1204,0,0.109,0,30.5,25.1,60327.4,0,210.1,0,347.91,256.08
2377,0.825,0.0586,20.8057,0,0.2292,0,52.2,13.7,40626.3,0,410.6,0,347.91,253.75
2378,0.2774,0,26.9182,0,0.1237,0,19.4,0,58180.8,0,238.5,0,347.9,251.41
2379,0.2737,0.0448,25.541,0.0786,0.5417,0.0049,19.2,12,56328.1,102.6,1072.2,3.8,347.9,249.09
2380,0.3898,0.0443,25.0094,0.0645,0.688,0.01,27.1,11.7,54722.8,84.1,1357.7,7.5,347.9,246.77
2381,0.4453,0.0226,24.184,0.0609,0.7233,0.0093,31,6,53033.1,79.8,1434.8,6.9,347.9,244.44
2382,0.5508,0.0719,25.3294,0.0132,0.4757,0.0188,38.8,19.1,55698.5,17.3,947,14.1,347.9,242.12
2383,0.4441,0.0479,22.6042,0.0083,0.4094,0.0012,31.4,12.8,49868,10.9,815.2,0.9,347.9,239.81
2384,0.6976,0.049,26.904,0,0.3757,0.0169,48.7,12.8,58285.4,0,738,12.5,347.9,237.5
2385,0.3615,0.024,25.4047,0.0317,0.2258,0,24.7,6.2,54054.5,39.7,430.5,0,347.9,235.19
2386,0.4035,0.0463,28.6014,0,0.3112,0,27,11.8,59377.9,0,580,0,347.9,232.89
2387,0.2701,0.0267,25.0587,0.0384,0.6503,0,18.9,7.1,55216,50.1,1286.4,0,347.9,230.58
2388,0.4425,0.0309,21.5145,0.122,1.4191,0.0298,30.2,8,47318.3,164.8,2850.2,21.8,347.89,228.28
2389,0.1568,0.0264,23.1201,0.0442,0.5531,0.0042,10.9,7.1,50800.4,57.3,1087.5,3.2,347.89,226
2390,0.2046,0.018,25.7084,0.0087,0.2414,0,14.4,4.9,56451.7,11.2,473,0,347.89,223.7
2391,0.22,0.017,26.3226,0.0389,0.5601,9e-04,15.1,4.5,56662.9,49.4,1079.5,0.7,347.89,221.42
2392,0.4007,0.0554,26.2622,0.0317,0.3836,0,28.5,15,58266,41.5,764.8,0,347.89,219.13
2393,0.4004,0.0199,28.9092,0,0.1001,0.0053,27.7,5.2,61754.6,0,191.3,4,347.89,216.85
2394,0.3872,0.0134,26.6627,0,0.0149,0,28.1,3.7,59757.5,0,29.8,0,347.89,214.57
2395,0.2385,0.041,28.0259,0,0.0393,0,17.3,11.4,62855.4,0,78.6,0,347.89,212.31
2396,0.3541,0.0274,29.067,0,0.0115,0,25.1,7.4,63417.1,0,22.4,0,347.89,210.04
2397,0.446,0.031,26.6319,0,0.0065,0,32.4,8.5,59690.8,0,13,0,347.88,207.77
2398,0.5015,0.0532,29.8897,0,0.0379,0,34.7,13.9,63643.8,0,72.5,0,347.88,205.51
2399,0.3617,0.0646,26.7255,0,0.0284,0,26.3,17.8,59834.8,0,57,0,347.88,203.26
2400,0.6236,0.0984,23.7168,0,0.1394,0,38.6,22.8,45255.6,0,241.5,0,347.88,201
2401,0.4274,0.0318,28.732,0,0.047,0,30.5,8.6,63316.8,0,92.7,0,347.88,198.75
2402,0.3139,0.0304,28.7681,0,0.0386,0.0035,22.4,8.3,63402.9,0,75.9,2.7,347.88,196.5
2403,0.2683,0.0244,29.9177,0,0.0716,0,18.5,6.4,63660.9,0,135.9,0,347.88,194.26
2404,0.4718,0.06,31.2511,0,0.0377,0,31.2,15,63466,0,68.7,0,347.88,192.02
2405,0.472,0,31.3068,0,0.043,0,29,0,59335.8,0,72.9,0,347.87,189.78
2406,0.5236,0.0546,26.5633,0,0.0536,0.0011,38.1,15,59550,0,108.1,0.9,347.87,187.55
2407,0.2458,0.059,27.3989,0,0.039,0,18.3,16.8,63105,0,80.3,0,345.52,187.56
2408,0.1705,0.0282,27.2636,0,0.0644,0,12.7,8.1,63084.2,0,132.6,0,345.52,189.79
2409,0.3559,0.0103,27.9844,0,0.0505,0,26,2.9,63071.7,0,101.8,0,345.52,192.03
2410,0.406,0.0513,30.1539,0,0.0676,0,27.7,13.3,63471.7,0,127.4,0,345.52,194.27
2411,0.5678,0.0469,31.6389,0,0.0168,0,36.8,11.5,62909.8,0,30,0,345.52,196.51
2412,0.4845,0.1085,29.8928,0,0.063,0,33.1,28.4,62788.3,0,119,0,345.52,198.76
2413,0.5426,0.0866,26.6169,0.0208,0.02,0,39.5,23.8,59664.4,27.4,40.3,0,345.51,201.01
2414,0.5855,0.0905,28.4523,0.0234,0.0342,0,41.1,23.9,61490.7,29.7,66.5,0,345.51,203.27
2415,0.4272,0.0919,26.8899,0,0.0258,0,31.1,25.4,60302.2,0,52,0,345.51,205.53
2416,0.5315,0.0226,29.6572,0,0.0575,0.0078,36.8,5.9,63229.5,0,110.1,5.8,345.51,207.78
2417,0.6484,0.0457,32.4314,0,0.0845,0,40.7,10.8,62656.7,0,146.8,0,345.51,210.05
2418,0.5583,0.0637,26.5626,0,0.0106,0,40.7,17.5,59552.4,0,21.5,0,345.51,212.32
2419,0.4145,0.0509,26.6242,0,0.0233,0,30.1,14.1,59682.3,0,46.8,0,345.51,214.58
2420,0.0176,0.0218,23.8669,0,0.0082,0,1.5,7.1,62301.6,0,18.9,0,345.51,216.86
2421,0.41,0.0467,28.1535,0,0.0534,0,29.3,12.7,62094.2,0,105.5,0,345.51,219.14
2422,0.4628,0.0054,24.1885,0.0298,0.3974,0,31.9,1.4,52020.9,37.9,769.5,0,345.51,221.43
2423,0.4995,0,25.6243,0.0829,0.4857,0,35.2,0,56466.7,108.4,964,0,345.51,223.71
2424,0.262,0.0317,24.2507,0.087,0.7013,0.0145,18.2,8.4,53235.2,113.6,1384.4,11,345.51,226.01
2425,0.3248,0.0769,22.8028,0.1525,0.9086,0.0133,22.4,20.2,49909.7,201.1,1798.4,9.8,345.51,228.29
2426,0.2047,0.0352,23.3348,0.0498,0.6153,0,14.5,9.5,52090.9,65.8,1231.4,0,345.5,230.59
2427,0.4601,0.0107,26.1515,0,0.2209,6e-04,31.7,2.8,55927,0,424.4,0.4,345.5,232.9
2428,0.3832,0.0549,25.4523,0,0.1863,0,27.1,14.7,55752.2,0,366.1,0,345.5,235.2
2429,0.3486,0.0242,26.8494,0,0.2402,0.0029,24.7,6.5,59044.5,0,473.4,2.2,345.5,237.51
2430,0.4337,0.0079,26.6938,0.0205,0.3044,0,30.6,2.1,58579.2,26.5,599.8,0,345.5,239.82
2431,0.4814,0.0585,26.9499,0.0573,0.3484,0.003,33.7,15.5,58596.4,73.7,682.4,2.2,345.5,242.13
2432,0.2106,0.0725,24.7831,0.0177,0.5697,0.0062,14.4,19,53376.4,22.6,1100.7,4.6,345.5,244.45
2433,0.3471,0.0287,25.0196,0.0352,0.5861,0,24.4,7.7,55177.9,46,1162.3,0,345.5,246.78
2434,0.4027,0.0542,23.9929,0.0522,0.7946,0,28.3,14.4,53177.1,69.3,1591.7,0,345.5,249.1
2435,0.7341,0.0258,23.0934,0.0193,0.6126,0,50.8,6.6,49994.3,25.2,1209,0,345.5,251.43
2437,0.3354,0.0012,22.9636,0.0122,0.4774,0.0096,23.9,0.3,51288.9,16.1,958,7.4,345.49,256.09
2438,0.3698,0.0611,24.9009,0.0725,0.5588,0.0076,26,16.3,54884.6,94.9,1109.2,5.8,345.5,258.45
2439,0.45,0.0074,19.4473,0.1683,1.897,0.0046,30.3,1.9,43177.1,234,3867.5,3.3,345.49,260.78
2440,0.5748,0.0572,23.1015,0.0746,0.9692,0.0035,40.1,15,51032.6,99.7,1951,2.6,345.5,263.14
2441,0.3365,0.0463,26.3681,0.0447,0.4804,0.0139,23.4,12.3,57399,57.5,939.8,10.4,345.49,265.48
2442,0.7502,0.0642,27.2836,0.084,0.489,0.0012,52.3,16.7,59192.3,108.9,962.6,0.9,345.5,267.85
2443,0.5894,0.0455,27.5066,0.0573,0.4392,0.0024,41.4,12,60058.2,74.3,866.3,1.8,345.49,270.19
2444,0.3917,0.0328,27.3977,0.0485,0.4854,0,27.6,8.8,60271,63,959.7,0,345.49,272.56
2445,0.6027,0.0667,27.4726,0.0644,0.5222,0,42.2,17.5,59958.4,83.7,1030.7,0,345.5,274.95
2446,0.2539,0.0395,27.2576,0.035,0.5187,0.0081,17.8,10.6,59751.2,45.3,1019.1,6.2,345.49,277.3
2447,0.4023,0.0705,22.4907,0.1028,0.6884,0.0172,27.6,18.3,48494.6,133.1,1345.7,12.6,345.49,279.68
2448,0.5226,0.0274,23.9782,0.0567,0.8745,0.0117,36,7.1,52213.7,74.2,1728.5,8.7,345.49,282.06
2449,0.2997,0.0201,21.236,0.0947,1.2031,0.0044,20.4,5.2,46617.3,125.9,2391.8,3.2,345.5,284.46
2450,0.4597,0.0074,25.5489,0.0268,0.6607,0.0149,32.2,1.9,56113.4,35.1,1309.5,11.2,345.48,286.82
2451,0.3243,0.0573,27.005,0,0.1617,0.0015,22.6,15.2,58337.4,0,312.8,1.2,345.48,289.21
2452,0.2143,0.029,21.4657,0,0.1466,0.0018,14.9,7.7,46267.6,0,282.4,1.3,345.47,291.61
2453,0.5468,0.0845,29.0973,0,0.1144,0.0065,37.4,21.8,61390.3,0,217.3,4.8,345.5,294.01
2454,0.3709,0.0294,25.8615,3e-04,0.2031,2e-04,26.9,8.1,58066.6,0.4,408.8,0.2,345.47,296.41
2455,0.5541,0.0094,22.0838,0.14,1.3983,0.0018,38.1,2.4,48870.2,190.1,2826.1,1.3,345.47,298.82
2456,0.2075,0.0341,20.7694,0.166,1.4111,0.0139,14.2,8.9,46026.3,224.8,2833,10.3,345.49,301.22
2457,0.3159,0.0773,22.9603,0.0945,0.8642,0.0123,21.7,20.2,50082.8,123.6,1703.8,9.1,345.47,303.65
2458,0.3409,0.0558,23.3594,0.0725,0.8041,0,23.6,14.7,51219,95.1,1592.4,0,345.47,306.06
2459,0.2184,0.0053,20.1372,0.1427,0.8351,0.0178,15,1.4,43984.6,187.2,1643.1,13.3,345.47,308.49
2460,0.1936,0.0384,19.5591,0.0932,0.9431,0.0084,13.3,10.1,43166.2,123.8,1879,6.3,345.5,310.88
2461,0.4446,0.0495,21.9458,0.0724,1.0497,0.0025,30.8,13,48558.2,97,2111.7,1.8,345.48,313.33
2462,0.3569,0.0385,21.7035,0.1016,1.1304,0.0226,24.6,10.1,47952.7,136.4,2270,16.8,345.48,315.77
2463,0.3377,0.0293,23.2717,0.1714,0.9434,0,23.3,7.7,51113.7,226.5,1870,0,345.47,318.21
2464,0.1757,0.0065,21.3688,0.0404,0.5364,0.006,12.4,1.8,47652,53.2,1071.1,4.6,345.48,320.63
2465,0.411,0.0195,23.7796,0.0383,0.7132,0.0324,28.5,5.1,51887.1,49.9,1406.9,24.1,345.47,323.1
2466,0.3745,0.0237,22.7375,0.0636,0.904,0.0059,26.1,6.3,50369.4,84.6,1811.2,4.5,345.47,325.55
2467,0.3313,0.0154,22.441,0.009,0.4277,0.0037,23.6,4.2,50000.5,11.8,856.4,2.9,345.48,327.99
2468,0.4905,0.0441,25.9034,0.0082,0.3889,0.0116,34.3,11.6,56447.6,10.6,763.8,8.7,345.47,330.46
2469,0.3273,0.0303,22.3313,0.0389,0.6233,0,22.5,7.9,48422.8,50.2,1217.5,0,345.47,332.91
2470,0.349,0.0257,24.2485,0.0347,0.6323,0,24.4,6.8,53395,45.3,1253.7,0,345.47,335.38
2471,0.4491,0.0307,25.1372,0.048,0.5812,0.0018,31.3,8.1,54953.7,62.4,1146,1.3,345.47,337.84
2472,0.2447,0.0557,24.2586,0.0554,0.6621,0.0058,17,14.8,53184.5,72.1,1305.4,4.4,345.47,340.33
2473,0.3288,0.0258,21.9735,0,0.5795,0,22.8,6.8,48048.5,0,1141.3,0,345.47,342.8
2474,0.3044,0.0129,23.3634,0.0361,0.6202,0,20.9,3.4,50445.9,46.3,1203.3,0,345.47,345.28
2475,0.5241,0.0348,24.82,0.0525,0.3588,0,36.9,9.3,54443.9,68.3,710.4,0,345.47,347.77
2476,0.3379,0.0145,19.1571,0.077,1.1284,0.0272,23.3,3.8,42566.3,104.1,2280.8,20.2,345.47,350.25
2477,0.4223,0.0257,18.3235,0.1495,1.747,0.0122,28.4,6.5,40572.9,207.1,3554.4,8.8,345.47,352.74
2478,0.233,0.0531,20.9447,0.1162,1.2947,0.0208,15.6,13.6,45360.1,153.3,2543.2,15.1,345.46,355.25
2479,0.379,0.0275,24.2406,0.0777,0.6795,0,26.7,7.4,53861.5,102.8,1360,0,345.46,357.75
2480,0.4584,0.0246,28.1964,0.0259,0.1722,0,32,6.5,60834.8,32.8,333.5,0,345.46,360.25
2481,0.3737,0.0251,28.4022,0.0263,0.0749,0,26.5,6.8,62265.6,33.8,146.9,0,345.46,362.76
2482,0.2992,0.0011,25.8612,0,0.2025,0,21.1,0.3,56545.7,0,395.7,0,345.46,365.27
2483,0.3112,0.0172,25.715,0.0106,0.5077,0,21.8,4.6,56376.4,13.7,998.7,0,345.46,367.79
2484,0.3547,0.0082,21.7628,0.0523,0.6523,0.0127,24.6,2.2,47617.3,68.2,1287.6,9.5,345.46,370.32
2485,0.4692,0.0191,22.99,0.1221,2.1805,0.0238,31.6,4.9,50796.1,168.3,4418.2,17.2,345.46,372.84
2486,0.313,0,22.9714,0.0305,0.5774,0,21.8,0,50290.7,39.5,1135.7,0,345.46,375.38
2487,0.1458,0.0584,24.0971,0.0784,0.6335,0,10.4,16,54076.4,104.1,1273.2,0,345.46,377.91
2488,0.443,0.0431,24.9148,0.0395,0.6947,0.01,30.6,11.3,54131,51.2,1364,7.4,345.46,380.45
2489,0.2772,0.0489,23.466,0.021,0.5624,0.0046,19.3,13,51374.8,27.2,1106.5,3.5,345.46,382.99
2490,0.6431,0.0318,24.1659,0.0449,0.7212,0.0236,44.8,8.3,52901.9,59,1436.6,17.4,345.45,385.55
2491,0.3462,0.0018,20.5636,0.0216,0.5739,0.0059,24,0.5,44989.8,28.2,1132.1,4.4,345.46,388.09
