PMC,Mg,Al,Ca,Ti,Fe,Si,image_i,image_j
3256,0.6289,0.0494,27.0374,0.0267,0.1831,0.0,325.35,380.53
3257,0.3177,0.0522,23.624,0.0405,0.6318,0.0258,325.33,383.07
3258,0.4057,0.0446,25.1998,0.0529,0.5165,0.0024,325.32,385.62
3259,0.241,0.0058,23.3577,0.1189,0.965,0.0232,325.3,388.18
3260,0.3322,0.0126,20.7707,0.1132,1.368,0.0196,325.28,390.73
3261,0.4083,0.0147,24.5301,0.0844,0.7096,0.0,325.26,393.29
3262,0.6228,0.0196,27.3325,0.0228,0.2297,0.0,325.24,395.86
3263,0.1493,0.0313,24.4095,0.0,0.1709,0.0024,325.23,398.43
3264,0.3706,0.0423,24.5054,0.0,0.3552,0.0,325.21,401.0
3265,0.4725,0.0937,23.1142,0.0,0.1893,0.0124,325.19,403.58
3266,0.3484,0.0343,23.7525,0.0074,0.2584,0.0,325.17,406.16
3267,0.5365,0.0463,28.7956,0.0,0.1124,0.0,325.15,408.75
3268,0.3441,0.0257,20.6257,0.2164,1.604,0.0159,325.14,411.34
3269,0.2079,0.0756,9.055,0.4762,5.1232,0.1151,325.12,413.93
3270,0.3372,0.018,20.4411,0.1624,1.6258,0.0246,325.1,416.53
3271,0.4034,0.066,27.5643,0.0,0.2565,0.0046,322.56,416.54
3272,0.3094,0.0551,24.5257,0.0868,0.7974,0.0,322.58,413.94
3273,0.4901,0.0142,25.2284,0.082,0.5907,0.0104,322.6,411.34
3274,0.3546,0.0552,25.3709,0.0,0.0653,0.0,322.62,408.76
3275,0.2189,0.0368,25.1458,0.0,0.3205,0.0015,322.64,406.17
3276,0.2613,0.0448,24.4475,0.0,0.2008,0.0017,322.66,403.59
3277,0.1985,0.0344,23.1683,0.0,0.3118,0.0055,322.68,401.01
3278,0.1494,0.0114,24.1355,0.0,0.2677,0.0,322.7,398.44
3279,0.3783,0.0525,24.6597,0.0752,0.5941,0.0,322.72,395.87
3280,0.4171,0.0068,22.0527,0.0632,0.8887,0.0,322.74,393.31
3281,0.3533,0.0021,23.1713,0.0972,0.8419,0.0052,322.76,390.74
3282,0.2442,0.0898,22.7359,0.0606,0.5055,0.0,322.78,388.19
3283,0.2833,0.0566,26.4872,0.0946,0.2288,0.0,322.8,385.64
3284,0.3679,0.0153,22.3711,0.0072,0.3122,0.0045,322.82,383.09
3285,0.2414,0.0358,22.0776,0.0256,0.7298,0.0004,322.84,380.54
3286,0.1115,0.0135,25.3676,0.046,0.455,0.0,322.86,378.0
3287,0.2547,0.0378,22.6624,0.0282,0.6065,0.0015,322.88,375.47
3288,0.2777,0.0451,23.3721,0.0,0.3288,0.0,322.9,372.94
3289,0.3544,0.0444,24.4857,0.0621,0.619,0.0147,322.92,370.41
3290,0.3562,0.0442,26.0252,0.0246,0.2957,0.0,322.94,367.89
3291,0.4563,0.0226,23.5022,0.0296,0.8194,0.0,322.95,365.37
3292,0.3422,0.0415,23.0618,0.0372,0.9155,0.0133,322.97,362.85
3293,0.3876,0.0358,20.9347,0.0748,0.6646,0.0192,322.99,360.35
3294,0.2318,0.0415,22.425,0.0904,1.0829,0.0252,323.01,357.85
3295,0.1499,0.0211,20.3699,0.0891,1.0341,0.0125,323.03,355.34
3296,0.3429,0.0094,22.5263,0.0451,1.0103,0.0269,323.05,352.85
3297,0.3335,0.0244,22.1039,0.1253,0.9612,0.043,323.07,350.35
3298,0.4608,0.0283,20.9185,0.1775,1.1859,0.0203,323.09,347.86
3299,0.2916,0.0226,22.7201,0.0947,0.8733,0.0046,323.11,345.38
3300,0.2766,0.0483,21.8642,0.1244,1.0633,0.0081,323.13,342.89
3301,0.2619,0.0602,21.1087,0.0753,1.0371,0.0354,323.15,340.42
3302,0.3302,0.0089,21.6455,0.0794,1.0786,0.033,323.16,337.95
3303,0.2358,0.023,23.1921,0.059,0.8653,0.028,323.19,335.47
3304,0.4214,0.0172,21.5042,0.0689,1.2487,0.0217,323.2,333.02
3305,0.2807,0.0143,20.4031,0.096,1.3875,0.0194,323.23,330.55
3306,0.3514,0.0399,25.7526,0.018,0.3368,0.0019,323.24,328.1
3307,0.4075,0.054,25.7042,0.0351,0.464,0.0117,323.26,325.64
3308,0.415,0.0249,27.3472,0.0539,0.2749,0.0,323.28,323.19
3309,0.5375,0.0216,25.6097,0.031,0.4431,0.0,323.29,320.75
3310,0.4323,0.0104,21.6678,0.0605,0.6658,0.02,323.32,318.3
3311,0.4679,0.0236,22.5264,0.0525,0.9468,0.017,323.33,315.87
3312,0.4973,0.0103,23.9093,0.0573,0.805,0.0046,323.35,313.43
3313,0.492,0.0332,25.9569,0.0326,0.4062,0.0085,323.38,311.0
3314,0.3458,0.0,25.1038,0.0715,0.5463,0.0042,323.38,308.58
3315,0.4912,0.029,24.2912,0.1213,0.5101,0.0052,323.41,306.16
3316,0.2374,0.0429,24.8074,0.0342,0.5139,0.0126,323.42,303.74
3317,0.4637,0.0304,24.2868,0.0135,0.6164,0.0072,323.45,301.33
3318,0.2568,0.0109,23.2597,0.0204,0.5683,0.0516,323.47,298.92
3319,0.3527,0.0241,23.7814,0.0312,0.6275,0.0301,323.49,296.51
3320,0.3073,0.0652,25.6882,0.0396,0.5899,0.0078,323.51,294.11
3321,0.3961,0.057,26.3888,0.0191,0.2979,0.0291,323.52,291.71
3322,0.4368,0.0987,23.2323,0.0837,1.0457,0.0202,323.54,289.32
3323,0.3243,0.0682,24.0291,0.0482,0.8009,0.0033,323.55,286.93
3324,0.7814,0.0079,27.786,0.0,0.2091,0.0,323.59,284.55
3325,0.3195,0.0535,27.6693,0.0143,0.0806,0.003,323.6,282.16
3326,0.3149,0.0288,25.9928,0.0383,0.3588,0.0134,323.61,279.78
3327,0.3056,0.0535,24.1191,0.1178,0.7541,0.0219,323.64,277.41
3328,0.3098,0.0129,20.7587,0.2216,0.7399,0.0185,323.65,275.03
3329,0.4451,0.0251,20.1252,0.3595,1.5131,0.0353,323.67,272.67
3330,0.2528,0.0396,22.3341,0.1448,1.0958,0.0208,323.69,270.31
3331,0.4018,0.059,24.4921,0.0708,0.7947,0.005,323.7,267.94
3332,0.2705,0.0441,25.7499,0.0,0.1823,0.0077,323.73,265.59
3333,0.3029,0.0336,23.6635,0.0098,0.3107,0.0,323.73,263.23
3334,0.3603,0.0417,20.3396,0.1498,1.7135,0.0187,323.76,260.89
3335,0.2487,0.0149,21.4856,0.0901,0.9611,0.0239,323.77,258.54
3336,0.4321,0.0543,26.2637,0.0,0.4891,0.0,323.8,256.21
3337,0.5393,0.0408,22.9528,0.0777,0.7544,0.0081,323.82,253.87
3338,0.4216,0.0445,22.1574,0.1037,1.146,0.015,323.83,251.53
3339,0.3834,0.0346,21.5051,0.0613,0.7978,0.0166,323.85,249.21
3340,0.4816,0.0296,23.8413,0.1291,0.8864,0.0082,323.87,246.88
3341,0.2399,0.0693,27.0071,0.0304,0.3196,0.0068,323.88,244.55
3342,0.2664,0.0,25.906,0.0048,0.2456,0.0,323.9,242.24
3343,0.3327,0.0283,23.3497,0.0208,0.3479,0.0064,323.92,239.92
3344,0.2647,0.046,24.8005,0.1611,0.6762,0.0,323.94,237.61
3345,0.2642,0.0778,23.1558,0.1853,0.8762,0.025,323.96,235.31
3346,0.3047,0.0356,22.6633,0.1111,1.1392,0.0109,323.97,233.0
3347,0.4538,0.0471,23.5104,0.0955,0.9535,0.0138,323.99,230.7
3348,0.395,0.0168,24.5795,0.0999,0.546,0.0,324.01,228.4
3349,0.2548,0.0349,22.5124,0.1313,0.9984,0.0177,324.03,226.11
3350,0.401,0.0267,25.1965,0.0079,0.2844,0.0025,324.05,223.82
3351,0.4309,0.0414,26.2021,0.0235,0.3609,0.0113,324.06,221.53
3352,0.2575,0.0425,24.8756,0.0957,0.6755,0.0086,324.08,219.25
3353,0.4598,0.0318,23.657,0.0647,0.8703,0.0,324.1,216.97
3354,0.3605,0.068,23.2543,0.0655,0.9888,0.021,324.11,214.69
3355,0.3652,0.0347,25.4635,0.0,0.4945,0.0047,324.13,212.42
3356,0.578,0.0196,24.7094,0.0214,0.2839,0.0,324.15,210.16
3357,0.1699,0.0074,19.4175,0.2689,1.2567,0.0316,324.17,207.89
3358,0.4043,0.0487,22.322,0.1886,1.0625,0.0,324.18,205.63
3359,0.341,0.0,23.0736,0.1371,0.9567,0.0166,324.2,203.37
3360,0.3834,0.0275,20.4232,0.2109,1.9797,0.0428,324.22,201.12
3361,0.578,0.0277,23.1594,0.1397,1.0751,0.0122,324.24,198.87
3362,0.2072,0.0058,26.5545,0.0,0.1455,0.0037,324.25,196.62
3363,0.3374,0.0139,27.4868,0.013,0.1274,0.0053,324.27,194.38
3364,0.3367,0.0479,28.2353,0.004,0.0893,0.0,324.29,192.14
3365,0.4713,0.0311,26.51,0.0374,0.055,0.0,324.3,189.9
3366,0.3286,0.0471,26.5186,0.0138,0.045,0.0042,324.32,187.67
3367,0.1627,0.0206,25.7924,0.0138,0.0541,0.0151,321.97,187.68
3368,0.3162,0.0159,28.9545,0.0189,0.059,0.0,321.95,189.91
3369,0.6972,0.0616,30.7685,0.0023,0.0641,0.0,321.93,192.15
3370,0.506,0.0341,28.6851,0.0367,0.09,0.0,321.91,194.39
3371,0.5773,0.051,26.2374,0.0448,0.3794,0.0,321.89,196.63
3372,0.5071,0.0467,22.8804,0.158,1.0796,0.0342,321.87,198.88
3373,0.2798,0.0379,21.6396,0.0991,0.9029,0.0073,321.85,201.13
3374,0.4952,0.0185,24.4491,0.1031,0.7518,0.0144,321.83,203.38
3375,0.282,0.0396,21.5031,0.0371,0.7042,0.0186,321.81,205.64
3376,0.1863,0.0115,21.0836,0.1614,0.977,0.0084,321.79,207.9
3377,0.3562,0.0343,23.5531,0.1032,0.7896,0.0129,321.77,210.16
3378,0.2884,0.0593,25.8316,0.0166,0.4776,0.0011,321.76,212.43
3379,0.3295,0.0428,23.8369,0.0322,0.8303,0.043,321.74,214.71
3380,0.324,0.0006,21.2934,0.023,0.5784,0.0007,321.72,216.98
3381,0.1546,0.0134,23.96,0.0209,0.2067,0.0,321.7,219.26
3382,0.2067,0.0079,23.6885,0.0263,0.9002,0.0157,321.68,221.54
3383,0.3679,0.0088,24.7699,0.1184,0.8825,0.0068,321.66,223.83
3384,0.2008,0.0461,24.2623,0.1079,0.9303,0.0111,321.64,226.12
3385,0.4887,0.0069,22.5178,0.1031,0.9128,0.0078,321.62,228.41
3386,0.5065,0.0312,22.4974,0.0611,1.075,0.0044,321.6,230.71
3387,0.3716,0.0378,22.7964,0.1062,0.9653,0.0107,321.58,233.01
3388,0.294,0.0419,21.6579,0.1198,1.1473,0.0162,321.56,235.31
3389,0.523,0.0152,21.7701,0.0695,0.6363,0.0,321.54,237.62
3390,0.2563,0.0367,24.5176,0.112,0.6695,0.0054,321.52,239.93
3391,0.3476,0.0494,22.7698,0.2366,1.0605,0.0195,321.5,242.25
3392,0.5313,0.0,22.0638,0.1327,1.243,0.0214,321.48,244.57
3393,0.4663,0.075,22.2118,0.1348,1.2959,0.0054,321.46,246.89
3394,0.1899,0.0,23.8386,0.1125,0.7909,0.0268,321.44,249.21
3395,0.5095,0.0476,24.5605,0.0674,0.8056,0.0112,321.42,251.55
3396,0.3406,0.0237,25.3598,0.0283,0.4245,0.0093,321.4,253.88
3397,0.2771,0.0235,24.7339,0.0042,0.4296,0.0,321.39,256.22
3398,0.2695,0.0415,25.1025,0.0222,0.3023,0.0,321.36,258.56
3399,0.4324,0.0469,25.5703,0.0316,0.433,0.0031,321.34,260.89
3400,0.3754,0.0722,28.1528,0.0,0.0972,0.0,321.32,263.25
3401,0.3785,0.0043,27.9884,0.0,0.1014,0.0,321.3,265.6
3402,0.3359,0.0348,26.1611,0.0429,0.3361,0.0,321.28,267.96
3403,0.4005,0.0204,23.1512,0.0472,0.8458,0.0136,321.26,270.32
3404,0.4994,0.0304,21.4546,0.1131,1.175,0.0401,321.24,272.68
3405,0.3883,0.0529,22.2408,0.1625,0.9682,0.0064,321.23,275.05
3406,0.3348,0.1023,24.9506,0.056,0.6545,0.0,321.2,277.42
3407,0.4521,0.0806,26.226,0.0,0.0401,0.006,321.18,279.79
3408,0.2872,0.0647,28.7568,0.0,0.0114,0.0,321.16,282.17
3409,0.5218,0.0467,28.7886,0.0,0.1184,0.0,321.15,284.56
3410,0.3762,0.0205,21.1896,0.1384,1.2743,0.0077,321.12,286.94
3411,0.3316,0.0531,20.0143,0.1558,1.7362,0.0394,321.11,289.33
3412,0.371,0.0,24.1239,0.0326,0.3266,0.0092,321.09,291.73
3413,0.3792,0.0444,27.651,0.0,0.1955,0.0,321.06,294.12
3414,0.1868,0.0403,24.9914,0.048,0.5443,0.0,321.03,296.52
3415,0.3025,0.0461,24.1613,0.0675,0.5746,0.0028,321.01,298.93
3416,0.2372,0.037,24.5314,0.0801,0.6207,0.0202,321.0,301.34
3417,0.3682,0.0818,25.7304,0.006,0.3084,0.0,320.98,303.75
3418,0.4219,0.0296,24.6615,0.0674,0.6424,0.0,320.96,306.17
3419,0.3986,0.0102,26.0928,0.0386,0.3723,0.0065,320.94,308.59
3420,0.5325,0.0606,28.8629,0.0,0.2237,0.0,320.92,311.01
3421,0.2583,0.0036,26.7554,0.0,0.3193,0.0051,320.89,313.45
3422,0.2878,0.0351,22.5706,0.108,0.8616,0.0,320.87,315.88
3423,0.4718,0.0158,22.4785,0.1018,0.9643,0.0362,320.86,318.31
3424,0.4513,0.0773,23.2598,0.087,0.9816,0.016,320.84,320.75
3425,0.3836,0.0126,25.7365,0.0289,0.2033,0.0062,320.81,323.2
3426,0.5657,0.0801,26.4207,0.0327,0.4615,0.0,320.79,325.65
3427,0.1833,0.0,21.7532,0.0272,0.4064,0.0,320.77,328.1
3428,0.2839,0.0289,23.1698,0.1039,0.8901,0.0085,320.74,330.57
3429,0.2615,0.0473,23.7832,0.1026,0.8162,0.0,320.73,333.02
3430,0.1655,0.0369,26.5473,0.0398,0.224,0.0,320.7,335.49
3431,0.2305,0.0268,22.279,0.058,0.987,0.0,320.69,337.95
3432,0.517,0.0345,20.9941,0.1399,1.2621,0.0015,320.67,340.42
3433,0.4277,0.0444,21.6074,0.0954,1.1487,0.0189,320.65,342.9
3434,0.3508,0.0333,22.8035,0.1326,0.8936,0.0136,320.63,345.38
3435,0.3086,0.0554,21.9518,0.0632,1.0433,0.0181,320.6,347.88
3436,0.1964,0.0,22.555,0.1436,0.9265,0.0115,320.58,350.36
3437,0.5253,0.0407,23.2526,0.0488,0.8742,0.0058,320.56,352.86
3438,0.4326,0.052,23.1295,0.0557,0.8697,0.016,320.54,355.35
3439,0.307,0.0207,23.2031,0.0897,0.8403,0.0055,320.51,357.86
3440,0.4886,0.0407,23.3889,0.0373,0.8596,0.0015,320.49,360.36
3441,0.3105,0.0261,23.3162,0.0823,0.8123,0.0054,320.47,362.87
3442,0.4896,0.0532,23.0467,0.059,0.8712,0.0012,320.45,365.38
3443,0.3684,0.063,22.9647,0.0731,1.1209,0.0076,320.43,367.9
3444,0.3821,0.033,24.048,0.0884,0.7886,0.0,320.41,370.42
3445,0.275,0.0405,25.2297,0.0,0.6252,0.0,320.39,372.95
3446,0.3189,0.0519,24.0398,0.0344,1.2099,0.0,320.37,375.48
3447,0.4258,0.05,23.6489,0.0256,0.5072,0.0326,320.34,378.02
3448,0.3577,0.0,23.2691,0.0492,0.905,0.0209,320.32,380.56
3449,0.2673,0.0352,25.6069,0.0,0.515,0.0,320.3,383.1
3450,0.5484,0.015,33.4912,0.0,0.125,0.0,320.28,385.65
3451,0.2677,0.0413,24.9848,0.0198,0.6557,0.0077,320.26,388.2
3452,0.3649,0.0335,20.8845,0.0665,0.6544,0.0259,320.23,390.76
3453,0.4316,0.0526,22.0253,0.0886,1.0446,0.0174,320.21,393.32
3454,0.4848,0.0305,21.9013,0.061,0.7712,0.031,320.19,395.88
3455,0.4377,0.0715,27.5688,0.0165,0.1172,0.0,320.17,398.45
3456,0.6269,0.0688,28.943,0.0,0.1603,0.0032,320.15,401.02
3457,0.4578,0.0426,27.991,0.0,0.0404,0.0,320.13,403.6
3458,0.2381,0.0315,24.9269,0.0,0.1317,0.0032,320.11,406.18
3459,0.2572,0.058,23.3864,0.001,0.2269,0.0048,320.08,408.77
3460,0.3606,0.0175,26.8895,0.0207,0.2285,0.0098,320.06,411.36
3461,0.5269,0.0316,25.3582,0.0,0.167,0.0305,320.04,413.96
3462,0.3826,0.0445,25.668,0.0,0.0756,0.0,320.02,416.55
3463,0.3201,0.0268,23.9268,0.0671,0.8441,0.002,317.47,416.56
3464,0.3803,0.0563,22.6773,0.1095,1.1259,0.0,317.5,413.96
3465,0.3774,0.0575,21.8503,0.1067,1.1824,0.0253,317.52,411.37
3466,0.56,0.0534,20.6628,0.1288,1.3568,0.0,317.55,408.78
3467,0.2615,0.0318,20.4707,0.0969,1.1364,0.0402,317.57,406.19
3468,0.3894,0.0313,24.305,0.0659,0.549,0.018,317.6,403.61
3469,0.6042,0.0287,29.3205,0.0,0.1177,0.0,317.62,401.03
3470,0.597,0.038,27.5351,0.0,0.0836,0.0,317.64,398.46
3471,0.6199,0.0245,25.2435,0.0,0.185,0.0,317.67,395.89
3472,0.3216,0.0,22.8334,0.0569,0.6809,0.0287,317.69,393.33
3473,0.3975,0.0267,22.9492,0.0534,0.7947,0.0,317.72,390.76
3474,0.3705,0.0021,25.3221,0.0131,0.6111,0.0179,317.74,388.21
3475,0.43,0.0629,27.9763,0.0,0.1768,0.0,317.76,385.66
3476,0.3458,0.0341,24.3944,0.0,0.31,0.0,317.79,383.11
3477,0.3339,0.0425,23.2496,0.058,0.8205,0.0149,317.81,380.57
3478,0.1794,0.0671,23.0663,0.055,0.9133,0.0273,317.83,378.02
3479,0.3127,0.0135,23.5234,0.0532,0.8135,0.0,317.86,375.49
3480,0.4863,0.0587,24.5953,0.0473,0.6169,0.0023,317.88,372.96
3481,0.4577,0.0269,23.8102,0.0639,0.7068,0.0108,317.91,370.43
3482,0.18,0.0167,21.7746,0.1329,1.0943,0.0063,317.93,367.91
3483,0.2996,0.0066,23.6894,0.0579,0.7213,0.0218,317.95,365.4
3484,0.2471,0.0,21.5778,0.0804,0.6716,0.007,317.98,362.88
3485,0.4252,0.0128,23.8326,0.036,0.8275,0.0152,318.0,360.37
3486,0.256,0.0289,23.9607,0.0678,0.7523,0.0,318.02,357.86
3487,0.2149,0.0103,23.2168,0.1089,0.7484,0.0304,318.05,355.36
3488,0.3417,0.0158,22.9953,0.0485,0.8552,0.0024,318.07,352.87
3489,0.3442,0.0118,22.5507,0.09,0.9515,0.0127,318.09,350.38
3490,0.4648,0.005,21.792,0.1086,1.071,0.0,318.12,347.88
3491,0.3241,0.0,22.8268,0.0852,0.9913,0.0251,318.14,345.4
3492,0.5346,0.0169,21.7326,0.1183,1.4524,0.0048,318.17,342.91
3493,0.3174,0.0451,20.5209,0.1415,1.6159,0.0045,318.19,340.44
3494,0.2799,0.0775,21.971,0.1203,1.1044,0.0012,318.21,337.97
3495,0.3315,0.0242,26.9512,0.0,0.3259,0.0,318.23,335.49
3496,0.2792,0.021,27.8004,0.0,0.1804,0.0,318.25,333.04
3497,0.2778,0.0,22.2772,0.0328,0.7527,0.0127,318.28,330.57
3498,0.3031,0.0627,23.3087,0.0572,0.6893,0.0215,318.3,328.12
3499,0.3522,0.0737,24.3416,0.0789,0.6672,0.0072,318.32,325.66
3500,0.4991,0.0129,23.9748,0.0903,0.8287,0.0264,318.35,323.21
3501,0.2758,0.0228,24.7562,0.0609,0.6971,0.0,318.37,320.77
3502,0.2518,0.0156,22.9135,0.2009,0.9448,0.0,318.4,318.32
3503,0.3041,0.0423,23.1709,0.1515,1.0056,0.0201,318.41,315.89
3504,0.3671,0.0151,24.7767,0.0311,0.6179,0.0203,318.44,313.46
3505,0.3442,0.0439,25.1211,0.0415,1.4933,0.0094,318.46,311.03
3506,0.5631,0.049,25.136,0.0,0.2796,0.0,318.48,308.6
3507,0.5225,0.0505,25.5812,0.0,0.1139,0.0052,318.5,306.18
3508,0.5413,0.0081,26.0241,0.0238,0.5953,0.0,318.52,303.76
3509,0.2738,0.0209,26.1022,0.0214,0.3562,0.0055,318.55,301.35
3510,0.2519,0.0106,24.9922,0.0177,0.3217,0.0,318.58,298.94
3511,0.3737,0.0415,26.6724,0.0,0.3135,0.0013,318.6,296.54
3512,0.3413,0.0567,25.9508,0.0,0.1099,0.0,318.62,294.13
3513,0.415,0.068,27.006,0.0211,0.2932,0.0,318.64,291.74
3514,0.2584,0.0319,19.3083,0.2133,1.9414,0.024,318.66,289.34
3515,0.4585,0.0124,20.1486,0.1467,1.4593,0.0505,318.68,286.95
3516,0.2441,0.0124,26.7789,0.0253,0.1065,0.0,318.71,284.57
3517,0.5781,0.0718,31.2936,0.0,0.0075,0.0,318.73,282.18
3518,0.2106,0.0236,22.9128,0.0,0.0196,0.0,318.75,279.8
3519,0.4296,0.0885,24.5839,0.1055,0.7568,0.0,318.78,277.43
3520,0.3695,0.0325,19.7728,0.1504,1.7557,0.0084,318.79,275.06
3521,0.3623,0.0329,19.999,0.0562,0.8363,0.0129,318.82,272.7
3522,0.2194,0.0569,19.7744,0.118,1.0159,0.0265,318.84,270.33
3523,0.3887,0.0447,24.7975,0.0832,0.7338,0.0407,318.86,267.97
3524,0.5683,0.0152,28.9504,0.053,0.1684,0.0,318.89,265.62
3525,0.3821,0.0258,26.3306,0.0,0.0285,0.0,318.9,263.26
3526,0.237,0.0018,25.4668,0.0,0.2019,0.0,318.93,260.92
3527,0.5336,0.0474,23.6198,0.0864,0.9428,0.0276,318.95,258.56
3528,0.4435,0.0116,26.9703,0.0,0.2414,0.0111,318.97,256.23
3529,0.4359,0.0129,23.327,0.0,0.299,0.0296,319.0,253.89
3530,0.5606,0.0197,26.5681,0.0,0.4191,0.0014,319.01,251.55
3531,0.213,0.006,22.9714,0.0432,0.5081,0.0,319.04,249.23
3532,0.3968,0.0,25.5889,0.0125,0.5524,0.012,319.05,246.89
3533,0.2514,0.0415,24.0509,0.0255,0.2867,0.0,319.08,244.57
3534,0.4135,0.0203,24.8752,0.1093,0.6153,0.0204,319.1,242.26
3535,0.348,0.0082,24.3756,0.1087,0.7619,0.0205,319.13,239.95
3536,0.3458,0.0214,24.4797,0.0922,0.8035,0.0047,319.14,237.63
3537,0.1871,0.0178,21.3343,0.0,0.6064,0.0046,319.17,235.33
3538,0.4567,0.0467,22.5719,0.0815,1.0304,0.007,319.19,233.02
3539,0.4639,0.0075,21.9099,0.1175,1.168,0.0122,319.21,230.72
3540,0.3143,0.0436,22.4523,0.0712,0.942,0.0175,319.23,228.43
3541,0.2756,0.0527,25.0083,0.0,0.1548,0.0,319.25,226.13
3542,0.6181,0.041,24.974,0.0789,0.4294,0.0015,319.28,223.84
3543,0.5554,0.0501,24.7188,0.0354,0.2348,0.0,319.3,221.56
3544,0.4221,0.072,26.2873,0.0131,0.077,0.0,319.32,219.27
3545,0.2519,0.0456,25.5299,0.0,0.2016,0.0,319.34,217.0
3546,0.2588,0.0751,23.6236,0.0213,0.3442,0.0042,319.36,214.72
3547,0.2767,0.0401,23.88,0.0385,0.6768,0.0,319.38,212.44
3548,0.317,0.0237,24.3756,0.1099,0.7413,0.0,319.4,210.18
3549,0.284,0.0248,23.8635,0.0355,0.8045,0.0018,319.42,207.91
3550,0.2683,0.0036,25.7181,0.0546,0.3908,0.0,319.44,205.65
3551,0.3635,0.0487,25.8579,0.0331,0.4933,0.0009,319.46,203.39
3552,0.3773,0.0,24.1439,0.0171,0.8582,0.0143,319.49,201.14
3553,0.3347,0.0435,25.964,0.0809,0.5484,0.0218,319.51,198.89
3554,0.4371,0.0381,23.3535,0.1346,0.8121,0.0,319.53,196.64
3555,0.4709,0.0381,25.5106,0.1247,0.6022,0.0017,319.55,194.4
3556,0.3699,0.0709,28.3059,0.0933,0.1417,0.017,319.57,192.16
3557,0.298,0.0394,26.4057,0.0124,0.0646,0.0,319.59,189.92
3558,0.3578,0.0,27.1896,0.0288,0.1094,0.0091,319.61,187.69
3559,0.4611,0.0337,25.0149,0.1486,0.5225,0.008,317.26,187.7
3560,0.3447,0.0714,25.9356,0.1073,0.1523,0.0,317.23,189.94
3561,0.6368,0.0369,27.8409,0.1232,0.283,0.0,317.21,192.17
3562,0.3845,0.035,25.5923,0.0772,0.2087,0.0052,317.19,194.42
3563,0.5497,0.0633,29.2838,0.0,0.1204,0.0,317.17,196.66
3564,0.5311,0.026,25.9731,0.0104,0.12,0.0082,317.14,198.9
3565,0.5189,0.0055,25.3011,0.0409,0.5286,0.0,317.12,201.15
3566,0.3185,0.0449,22.4109,0.0419,0.3765,0.0,317.1,203.41
3567,0.3393,0.0069,27.8209,0.0,0.1875,0.0058,317.07,205.67
3568,0.2236,0.0245,25.5543,0.0222,0.2847,0.0,317.05,207.93
3569,0.2113,0.0031,26.8197,0.006,0.3115,0.0133,317.03,210.19
3570,0.3435,0.0019,23.9874,0.0374,0.5339,0.0055,317.01,212.46
3571,0.4032,0.0139,25.5897,0.111,0.4898,0.0104,316.98,214.73
3572,0.2828,0.0571,25.9522,0.1918,0.5638,0.0015,316.96,217.01
3573,0.3538,0.0308,24.5989,0.1067,0.6395,0.0098,316.93,219.28
3574,0.5775,0.0347,28.9229,0.0,0.0807,0.0,316.91,221.56
3575,0.5935,0.0996,30.4649,0.0,0.1162,0.0,316.89,223.85
3576,0.5085,0.0327,26.039,0.0095,0.2214,0.0,316.87,226.14
3577,0.3007,0.0276,25.1926,0.0,0.5536,0.0037,316.84,228.43
3578,0.2259,0.0,21.4461,0.0157,0.5562,0.0,316.82,230.73
3579,0.5439,0.0266,23.7187,0.0867,0.9258,0.0158,316.8,233.03
3580,0.467,0.0375,24.1112,0.0675,0.7252,0.0072,316.77,235.33
3581,0.6222,0.0421,25.1026,0.0419,0.5804,0.0062,316.75,237.64
3582,0.2441,0.0368,25.6949,0.0,0.1651,0.0045,316.73,239.96
3583,0.7116,0.0409,30.6666,0.0,0.1047,0.0,316.7,242.27
3584,0.7992,0.063,29.995,0.0118,0.1343,0.0,316.68,244.59
3585,0.4737,0.0563,29.4144,0.0,0.0637,0.0,316.66,246.91
3586,0.3379,0.0273,27.1428,0.0,0.1526,0.0,316.63,249.24
3587,0.3649,0.0479,25.5271,0.0136,0.4869,0.0,316.61,251.57
3588,0.3183,0.0293,22.7665,0.0594,0.6382,0.0,316.58,253.9
3589,0.5925,0.0618,20.2394,0.058,0.3755,0.0173,316.56,256.24
3590,0.4151,0.0345,23.9597,0.0653,0.5081,0.0061,316.54,258.58
3591,0.3998,0.0298,25.2989,0.0678,0.4451,0.0147,316.51,260.92
3592,0.2452,0.0387,26.9813,0.013,0.0709,0.0,316.49,263.27
3593,0.2342,0.0347,27.7818,0.0,0.0972,0.0005,316.46,265.62
3594,0.3854,0.0046,25.161,0.0404,0.3431,0.0,316.45,267.98
3595,0.4576,0.0,18.229,0.2909,2.7911,0.0198,316.42,270.34
3596,0.4062,0.0384,22.0375,0.0943,1.1614,0.0152,316.39,272.7
3597,0.4378,0.0661,22.8111,0.0632,0.9075,0.0,316.37,275.07
3598,0.2543,0.0055,21.4097,0.1235,0.7688,0.0,316.34,277.44
3599,0.3039,0.0396,22.7492,0.0854,0.4595,0.0098,316.32,279.82
3600,0.6242,0.0825,32.4217,0.0,0.0771,0.0,316.3,282.2
3601,0.6395,0.0624,31.7971,0.0,0.0683,0.0,316.27,284.58
3602,0.3592,0.0347,25.8825,0.0045,0.2203,0.0211,316.26,286.96
3603,0.2393,0.047,22.2485,0.0446,0.5571,0.0,316.22,289.35
3604,0.4657,0.0125,26.6002,0.0,0.1103,0.0028,316.21,291.75
3605,0.1609,0.076,27.7299,0.0,0.0583,0.0,316.18,294.15
